Faculty,Department,Code,Title,Class,Vacancy,Demand,Successful (Main),Successful (Reserve),Quota Exceeded,Timetable Clashes,Workload Exceeded,Others
Faculty of Arts & Social Sci,Economics,ECA5375,Economic Growth in East Asia,S1,60,54,54,2,0,0,0,0
Faculty of Arts & Social Sci,English Language & Literature,EL5101,Grammatical Analysis,E1,2147483647,11,11,0,0,0,0,0
Faculty of Arts & Social Sci,English Language & Literature,EL5102,Phonetics and Phonology,E1,2147483647,8,8,0,0,0,0,0
Faculty of Arts & Social Sci,English Language & Literature,EL5103,Language in Society,E1,2147483647,9,9,0,0,0,0,0
Faculty of Arts & Social Sci,English Language & Literature,EL5251,APPROACHES TO DISCOURSE,E1,2147483647,10,10,0,0,0,0,0
Faculty of Arts & Social Sci,English Language & Literature,EL6770,GRADUATE RESEARCH SEMINAR,E1,2147483647,6,6,0,0,0,0,0
Faculty of Arts & Social Sci,English Language & Literature,EN5238,Twentieth Century Literature,E1,2147483647,7,7,0,0,0,0,0
Faculty of Arts & Social Sci,English Language & Literature,EN5244,SHAKESPEARE AND LITERARY THEORY,E1,2147483647,4,4,0,0,0,0,0
Faculty of Arts & Social Sci,English Language & Literature,EN5247,"Victorian Literature: History, Politics, Culture",E1,2147483647,4,4,0,0,0,0,0
Faculty of Arts & Social Sci,English Language & Literature,EN6770,Graduate Research Seminar,E1,2147483647,4,4,0,0,0,0,0
Faculty of Arts & Social Sci,English Language & Literature,TS5101,TEXT AND PERFORMANCE,E1,2147483647,4,4,0,0,0,0,0
Faculty of Arts & Social Sci,Social Work,SWD5105,SKILLS IN ADVANCED SOCIAL WORK PRACTICE,E1,2147483647,2,2,0,0,0,0,0
Faculty of Arts & Social Sci,Social Work,SWD5880D,Social Work in Healthcare Settings,E1,2147483647,19,19,0,0,0,0,0
Faculty of Arts & Social Sci,Southeast Asian Studies,CAS6101,Asian Studies in Asia,E1,2147483647,1,1,0,0,0,0,0
Faculty of Arts & Social Sci,Southeast Asian Studies,SE5151,APPROACHES TO THE STUDY OF SOUTHEAST ASIA,E1,2147483647,1,1,0,0,0,0,0
Faculty of Arts & Social Sci,Southeast Asian Studies,SE5221,Landscapes of Southeast Asia,E1,2147483647,2,2,0,0,0,0,0
Faculty of Arts & Social Sci,Southeast Asian Studies,SE5222,THE ARTS IN CONTEMPORARY SOUTHEAST ASIA,E1,2147483647,1,1,0,0,0,0,0
Faculty of Arts & Social Sci,Southeast Asian Studies,SE5294,THE POLITICS OF ENVIRONMENT IN SE ASIA,E1,2147483647,2,2,0,0,0,0,0
Faculty of Engineering,Chemical & Biomolecular Eng,CN5010,Mathematical & Computing Methods for Chemical Engineers,L1,90,19,19,0,0,0,0,0
Faculty of Engineering,Chemical & Biomolecular Eng,CN5030,ADVANCED CHEMICAL ENGINEERING THERMODYNAMICS,L1,79,16,16,0,0,0,0,0
Faculty of Engineering,Chemical & Biomolecular Eng,CN5160,Advanced Topics in Catalysis,L1,49,6,6,0,0,0,0,0
Faculty of Engineering,Chemical & Biomolecular Eng,CN5162,ADVANCED POLYMERIC MATERIALS,L1,28,17,17,0,0,0,0,0
Faculty of Engineering,Chemical & Biomolecular Eng,CN5172,BIOCHEMICAL ENGINEERING,L1,20,7,7,0,0,0,0,0
Faculty of Engineering,Chemical & Biomolecular Eng,CN5191,Project Engineering,L1,24,4,4,0,0,0,0,0
Faculty of Engineering,Chemical & Biomolecular Eng,CN5192,Future Fuel Options: Prospects and Technologies,L1,51,25,25,0,0,0,0,0
Faculty of Engineering,Chemical & Biomolecular Eng,CN5216,Electronic Materials and Energy Technologies,L1,20,18,18,0,0,0,0,0
Faculty of Engineering,Chemical & Biomolecular Eng,CN5251,Membrane Science & Technology,L1,50,6,6,0,0,0,0,0
Faculty of Engineering,Chemical & Biomolecular Eng,SH5002,Fundamentals in Industrial Safety,L1,42,17,17,0,0,0,0,0
Faculty of Engineering,Chemical & Biomolecular Eng,SH5102,OCCUPATIONAL ERGONOMICS,L1,49,28,28,0,0,0,0,0
Faculty of Engineering,Chemical & Biomolecular Eng,SH5103,Biosafety and Biosecurity,L1,50,27,27,0,0,0,0,0
Faculty of Engineering,Chemical & Biomolecular Eng,SH5104,OCCUPATIONAL HEALTH,L1,49,21,21,0,0,0,0,0
Faculty of Engineering,Chemical & Biomolecular Eng,SH5106,Radiation Safety,L1,44,8,8,0,0,0,0,0
Faculty of Engineering,Chemical & Biomolecular Eng,SH5107,Industrial Ventilation,L1,49,21,21,0,0,0,0,0
Faculty of Engineering,Chemical & Biomolecular Eng,SH5108,Chemical Hazard Management,L1,49,8,8,0,0,0,0,0
Faculty of Engineering,Chemical & Biomolecular Eng,SH5202,Quantified Risk Analysis,L1,47,21,21,0,0,0,0,0
Faculty of Engineering,Chemical & Biomolecular Eng,SH5204,Industrial Safety Engineering,L1,50,26,26,0,0,0,0,0
Faculty of Engineering,Chemical & Biomolecular Eng,SH5205,Crisis and Incident Management,L1,47,26,26,0,0,0,0,0
Faculty of Engineering,Chemical & Biomolecular Eng,SH5206,Human Factors in Process Safety,L1,48,16,16,0,0,0,0,0
Faculty of Engineering,Chemical & Biomolecular Eng,SH5207,Process Safety Engineering,L1,48,5,5,0,0,0,0,0
Faculty of Engineering,Chemical & Biomolecular Eng,SH5402,"Advanced Safety, Health & Environment Management",L1,39,24,24,0,0,0,0,0
Faculty of Engineering,Chemical & Biomolecular Eng,SH5406,Research Methodology,L1,40,2,2,0,0,0,0,0
Faculty of Engineering,Electrical & Computer Eng,EE5101,LINEAR SYSTEMS,L01,2147483647,36,31,0,5,0,0,0
Faculty of Engineering,Electrical & Computer Eng,EE5103,Computer Control Systems,L01,2147483647,40,27,0,13,0,0,0
Faculty of Engineering,Electrical & Computer Eng,EE5110,Special Topics in Automation and Control,L01,2147483647,26,11,0,5,0,0,10
Faculty of Engineering,Electrical & Computer Eng,EE5111,Selected Topics in Industrial Control & Instrumentation,L01,2147483647,37,15,0,22,0,0,0
Faculty of Engineering,Electrical & Computer Eng,EE5131,Wireless Communications,L01,2147483647,11,11,1,0,0,0,0
Faculty of Engineering,Electrical & Computer Eng,EE5139,Information Theory for Communication Systems,L01,2147483647,16,16,1,0,0,0,0
Faculty of Engineering,Electrical & Computer Eng,EE5303,MICROWAVE ELECTRONICS,L01,2147483647,12,12,1,0,0,0,0
Faculty of Engineering,Electrical & Computer Eng,EE5308,ANTENNA ENGINEERING,L01,2147483647,13,10,0,3,0,0,0
Faculty of Engineering,Electrical & Computer Eng,EE5434,Microelectronic Processes and Integration,L01,2147483647,4,4,0,0,0,0,0
Faculty of Engineering,Electrical & Computer Eng,EE5439,Micro/Nano Electromechanical Systems,L01,2147483647,9,9,0,0,0,0,0
Faculty of Engineering,Electrical & Computer Eng,EE5502,MOS DEVICES,L01,2147483647,20,20,0,0,0,0,0
Faculty of Engineering,Electrical & Computer Eng,EE5508,SEMICONDUCTOR FUNDAMENTALS,L01,2147483647,11,11,0,0,0,0,0
Faculty of Engineering,Electrical & Computer Eng,EE5518,VLSI DIGITAL CIRCUIT DESIGN,L01,2147483647,13,13,0,0,0,0,0
Faculty of Engineering,Electrical & Computer Eng,EE5702,ADVANCED POWER SYSTEM ANALYSIS,L01,2147483647,9,9,0,0,0,0,0
Faculty of Engineering,Electrical & Computer Eng,EE5703,Industrial Drives,L01,2147483647,8,7,0,0,1,0,0
Faculty of Engineering,Electrical & Computer Eng,EE5731,Visual Computing,L01,2147483647,20,20,1,0,0,0,0
Faculty of Engineering,Electrical & Computer Eng,EE5831,Electromagnetic Wave Theory,L01,2147483647,13,13,0,0,0,0,0
Faculty of Engineering,Electrical & Computer Eng,EE5902,Multiprocessor Systems,L01,2147483647,16,16,1,0,0,0,0
Faculty of Engineering,Electrical & Computer Eng,EE5907,Pattern Recognition,L01,2147483647,55,49,0,6,0,0,0
Faculty of Engineering,Electrical & Computer Eng,EE6004,Selected Advanced Topics In EM Modelling,L01,2147483647,1,1,0,0,0,0,0
Faculty of Engineering,Electrical & Computer Eng,EE6110,Special Topics in Automation and Control (Advanced),L01,2147483647,2,1,0,0,0,0,1
Faculty of Engineering,Electrical & Computer Eng,EE6131,Wireless Communications (Advanced),L01,2147483647,4,4,0,0,0,0,0
Faculty of Engineering,Electrical & Computer Eng,EE6438,Magnetic materials and devices,L01,2147483647,1,1,0,0,0,0,0
Faculty of Engineering,Electrical & Computer Eng,EE6439,Micro/Nano Electromechanical Systems (Advanced),L01,2147483647,4,4,0,0,0,0,0
Faculty of Engineering,Electrical & Computer Eng,EE6733,Advanced Topics on Vision and Machine Learning,L01,2147483647,3,3,0,0,0,0,0
Faculty of Engineering,Electrical & Computer Eng,ME5401,LINEAR SYSTEMS,L01,2147483647,12,12,0,0,0,0,0
Faculty of Engineering,Electrical & Computer Eng,ME5403,Computer Control Systems,L01,2147483647,8,8,0,0,0,0,0
Faculty of Engineering,Engineering Science Programme,ESP5403,Nanomaterials for Energy Systems,L1,10,1,0,0,0,0,0,1
Faculty of Engineering,Industrial Systems Eng & Mgmt,IE5001,OPERATIONS PLANNING AND CONTROL I,L1,23,38,23,0,13,0,2,0
Faculty of Engineering,Industrial Systems Eng & Mgmt,IE5004,Engineering Probability And Simulation,L1,22,44,22,0,22,0,0,0
Faculty of Engineering,Industrial Systems Eng & Mgmt,IE5005,Data Analytics for Industrial Engineers,L1,24,2,2,0,0,0,0,0
Faculty of Engineering,Industrial Systems Eng & Mgmt,IE5105,Modelling for Supply Chain Systems,L1,70,30,30,0,0,0,0,0
Faculty of Engineering,Industrial Systems Eng & Mgmt,IE5202,APPLIED FORECASTING METHODS,L1,40,44,40,0,4,0,0,0
Faculty of Engineering,Industrial Systems Eng & Mgmt,IE5203,Decision Analysis,L1,60,53,53,0,0,0,0,0
Faculty of Engineering,Industrial Systems Eng & Mgmt,IE5213,Service Innovation And Management,L1,35,53,35,0,18,0,0,0
Faculty of Engineering,Industrial Systems Eng & Mgmt,IE5301,Human Factors In Engineering And Design,L1,45,51,45,0,6,0,0,0
Faculty of Engineering,Industrial Systems Eng & Mgmt,IE6002,ADVANCED ENGINEERING STATISTICS,L1,40,1,1,0,0,0,0,0
Faculty of Engineering,Industrial Systems Eng & Mgmt,MT5001,IP Management,L1,60,25,25,0,0,0,0,0
Faculty of Engineering,Industrial Systems Eng & Mgmt,MT5006,Strategic & New Product Development,L1,58,14,14,0,0,0,0,0
Faculty of Engineering,Industrial Systems Eng & Mgmt,MT5007,MANAGEMENT OF TECHNOLOGICAL INNOVATION,L1,60,10,10,0,0,0,0,0
Faculty of Engineering,Industrial Systems Eng & Mgmt,MT5008,CORPORATE ENTREPRENEURSHIP,L1,50,26,26,0,0,0,0,0
Faculty of Engineering,Industrial Systems Eng & Mgmt,MT5012,MARKETING OF HIGH- TECHNOLOGY PRODUCTS AND INNOVATIONS,L1,60,25,25,0,0,0,0,0
Faculty of Engineering,Industrial Systems Eng & Mgmt,MT5020,Managing the Human elements of Technology Management,L1,49,25,25,0,0,0,0,0
Faculty of Engineering,Industrial Systems Eng & Mgmt,MT5913,TechLaunch - Experiential Entrepreneurship,L1,34,1,1,0,0,0,0,0
Faculty of Engineering,Industrial Systems Eng & Mgmt,MT5920,Enterprise Development,L1,35,8,8,0,0,0,0,0
Faculty of Engineering,Materials Science & Eng,MLE5302,Polymer Materials in Additive Manufacturing,L1,8,1,1,0,0,0,0,0
Faculty of Engineering,Mechanical Engineering,ME5204,AIR CONDITIONING AND BUILDING AUTOMATION,L01,79,30,30,0,0,0,0,0
Faculty of Engineering,Mechanical Engineering,ME5304,Experimental Fluid Mechanics,L01,36,7,7,0,0,0,0,0
Faculty of Engineering,Mechanical Engineering,ME5405,Machine Vision,L01,94,11,11,0,0,0,0,0
Faculty of Engineering,Mechanical Engineering,ME5406,Deep Learning for Robotics,L01,129,17,17,0,0,0,0,0
Faculty of Engineering,Mechanical Engineering,ME5513,Fracture And Fatigue Of Materials,L01,86,26,26,0,0,0,0,0
Faculty of Engineering,Mechanical Engineering,ME5513A,Fatigue Analysis for Additive Manufacturing,L01,8,1,1,0,0,0,0,0
Faculty of Engineering,Mechanical Engineering,ME5608,Additive and Non-Conventional Manufacturing Processes,L01,76,20,20,0,0,0,0,0
Faculty of Engineering,Mechanical Engineering,ME5701,Mathematics for Engineering Research,L01,69,8,8,0,0,0,0,0
Faculty of Engineering,Mechanical Engineering,ME6101,RESEARCH TOPICS IN APPLIED MECHANICS,L01,40,12,12,0,0,0,0,0
Faculty of Engineering,Mechanical Engineering,ME6401,TOPICS IN MECHATRONICS 1,L01,50,6,6,0,0,0,0,0
Faculty of Engineering,Mechanical Engineering,ME6501,RESEARCH TOPICS IN MATERIALS SCIENCE,L01,50,14,14,0,0,0,0,0
Faculty of Engineering,Mechanical Engineering,ME6505,Engineering Materials in Medicine,L01,100,22,22,0,0,0,0,0
Faculty of Engineering,Mechanical Engineering,ME6602,Topics in Manufacturing,L01,30,2,0,0,0,0,0,2
Faculty of Engineering,Mechanical Engineering,OT5102,Oil & Gas Technology,L01,74,15,15,0,0,0,0,0
Faculty of Science,Biological Sciences,BL5201,Structural Biology And Proteomics,L1,44,2,2,0,0,0,0,0
Faculty of Science,Biological Sciences,BL5215,MACROMOLECULAR X-RAY CRYSTALLOGRAPHY,L1,15,1,1,0,0,0,0,0
Faculty of Science,Biological Sciences,BL5217,Population Genomics and Phylogenomics,L1,47,4,4,0,0,0,0,0
Faculty of Science,Biological Sciences,BL5230,Biological Invasions,L1,19,3,3,0,0,0,0,0
Faculty of Science,Biological Sciences,BL5232,Introduction to Bioimaging,L1,29,6,6,0,0,0,0,0
Faculty of Science,Biological Sciences,BL5236,Introduction to Electron Microscopy for Life Sciences,L1,34,3,3,0,0,0,0,0
Faculty of Science,Biological Sciences,BL5239,Science and Communication,L1,15,2,2,0,0,0,0,0
Faculty of Science,Mathematics,DSA5102,Foundations of Machine Learning,L1,5,9,5,0,4,0,0,0
Faculty of Science,Pharmacy,PR5211,Pharmaceutical and Biomedical Analysis,L1,27,15,15,0,0,0,0,0
Faculty of Science,Pharmacy,PR5213,Pharmaceutical Process Validation,L1,24,17,17,0,0,0,0,0
Faculty of Science,Pharmacy,PR5217,Formulation Science,L1,27,12,12,0,0,0,0,0
Faculty of Science,Pharmacy,PR5220,Bioprocess Technology,L1,24,11,11,0,0,0,0,0
Faculty of Science,Pharmacy,PR5224,Pharmacoepidemiology,L1,27,8,8,0,0,0,0,0
Faculty of Science,Physics,PC5201,Advanced Quantum Mechanics,L1,27,5,5,0,0,0,0,0
Faculty of Science,Physics,PC5203,Advanced Solid State Physics,L1,26,1,1,0,0,0,0,0
Faculty of Science,Physics,PC5204,Magnetism and Spintronics,L1,27,4,4,0,0,0,0,0
Faculty of Science,Physics,PC5204B,Selected Topics in Physics: Analytic Approximations,L1,25,1,1,0,0,0,0,0
Faculty of Science,Physics,PC5205,TOPICS IN SURFACE PHYSICS,L1,41,8,8,0,0,0,0,0
Faculty of Science,Physics,PC5209,Accelerator Based Materials Characterisation,L1,42,14,14,0,0,0,0,0
Faculty of Science,Physics,PC5216,Advanced Atomic & Molecular Physics,L1,27,2,2,0,0,0,0,0
Faculty of Science,Physics,PC5228,Quantum Information and Computation,L1,49,5,5,0,0,0,0,0
Faculty of Science,Physics,PC5239B,Variational Principles,L1,20,5,5,0,0,0,0,0
Faculty of Science,Statistics & Appl Probability,ST5201,Statistical Foundations of Data Science,L1,284,13,13,0,0,0,0,0
Faculty of Science,Statistics & Appl Probability,ST5203,Design of Experiments for Product Design and Process Improvements,L1,283,32,31,0,0,1,0,0
Faculty of Science,Statistics & Appl Probability,ST5211,Sampling from Finite Populations,L1,299,28,28,0,0,0,0,0
Faculty of Science,Statistics & Appl Probability,ST5214,Advanced Probability Theory,L1,47,11,11,0,0,0,0,0
Faculty of Science,Statistics & Appl Probability,ST5215,ADVANCED STATISTICAL THEORY,L1,97,18,18,0,0,0,0,0
Faculty of Science,Statistics & Appl Probability,ST5221,Probability and Stochastic Processes,L1,297,8,8,0,0,0,0,0
Faculty of Science,Statistics & Appl Probability,ST5222,Advanced Topics in Applied Statistics,L1,149,24,24,0,0,0,0,0
Faculty of Science,Statistics & Appl Probability,ST5225,Statistical Analysis of Networks,L1,282,14,14,0,0,0,0,0
NUS,Ctr for Engl Lang Comms,ES5000,GRADUATE ENGLISH COURSE (BASIC LEVEL),SG03,13,1,1,0,0,0,0,0
NUS,Ctr for Engl Lang Comms,ES5001A,GRADUATE ENGLISH COURSE (INTERMEDIATE LEVEL),SG01,13,10,10,0,0,0,0,0
NUS,Ctr for Engl Lang Comms,ES5001A,GRADUATE ENGLISH COURSE (INTERMEDIATE LEVEL),SG02,13,14,13,0,1,0,0,0
NUS,Ctr for Engl Lang Comms,ES5001A,GRADUATE ENGLISH COURSE (INTERMEDIATE LEVEL),SG03,13,3,3,0,0,0,0,0
NUS,Ctr for Engl Lang Comms,ES5001A,GRADUATE ENGLISH COURSE (INTERMEDIATE LEVEL),SG04,13,4,4,0,0,0,0,0
NUS,Ctr for Engl Lang Comms,ES5001A,GRADUATE ENGLISH COURSE (INTERMEDIATE LEVEL),SG05,13,6,6,1,0,0,0,0
NUS,Ctr for Engl Lang Comms,ES5001A,GRADUATE ENGLISH COURSE (INTERMEDIATE LEVEL),SG06,13,5,5,0,0,0,0,0
NUS,Ctr for Engl Lang Comms,ES5001A,GRADUATE ENGLISH COURSE (INTERMEDIATE LEVEL),SG07,13,7,7,0,0,0,0,0
NUS,Ctr for Engl Lang Comms,ES5001A,GRADUATE ENGLISH COURSE (INTERMEDIATE LEVEL),SG08,13,5,5,0,0,0,0,0
NUS,Ctr for Engl Lang Comms,ES5001A,GRADUATE ENGLISH COURSE (INTERMEDIATE LEVEL),SG09,13,11,11,0,0,0,0,0
NUS,Ctr for Engl Lang Comms,ES5001A,GRADUATE ENGLISH COURSE (INTERMEDIATE LEVEL),SG10,13,1,1,0,0,0,0,0
NUS,Ctr for Engl Lang Comms,ES5001A,GRADUATE ENGLISH COURSE (INTERMEDIATE LEVEL),SG12,13,2,2,0,0,0,0,0
NUS,Ctr for Engl Lang Comms,ES5001A,GRADUATE ENGLISH COURSE (INTERMEDIATE LEVEL),SG13,13,4,4,0,0,0,0,0
NUS,Ctr for Engl Lang Comms,ES5001A,GRADUATE ENGLISH COURSE (INTERMEDIATE LEVEL),SG14,13,3,3,0,0,0,0,0
NUS,Ctr for Engl Lang Comms,ES5001A,GRADUATE ENGLISH COURSE (INTERMEDIATE LEVEL),SP01,13,9,9,0,0,0,0,0
NUS,Ctr for Engl Lang Comms,ES5001A,GRADUATE ENGLISH COURSE (INTERMEDIATE LEVEL),SP02,13,2,2,0,0,0,0,0
NUS,Ctr for Engl Lang Comms,ES5002,Graduate English Course (Advanced Level),SG01,13,17,13,0,4,0,0,0
NUS,Ctr for Engl Lang Comms,ES5002,Graduate English Course (Advanced Level),SG02,13,18,13,0,5,0,0,0
NUS,Ctr for Engl Lang Comms,ES5002,Graduate English Course (Advanced Level),SG03,13,8,8,1,0,0,0,0
NUS,Ctr for Engl Lang Comms,ES5002,Graduate English Course (Advanced Level),SG04,13,9,9,1,0,0,0,0
NUS,Ctr for Engl Lang Comms,ES5002,Graduate English Course (Advanced Level),SG05,13,12,12,1,0,0,0,0
NUS,Ctr for Engl Lang Comms,ES5002,Graduate English Course (Advanced Level),SG06,13,8,8,0,0,0,0,0
NUS,Ctr for Engl Lang Comms,ES5002,Graduate English Course (Advanced Level),SG07,13,3,3,1,0,0,0,0
NUS,Ctr for Engl Lang Comms,ES5002,Graduate English Course (Advanced Level),SG08,13,6,6,0,0,0,0,0
NUS,Ctr for Engl Lang Comms,ES5101,Technical Communication for Engineers,SG01,13,16,13,0,3,0,0,0
NUS,Ctr for Engl Lang Comms,ES5101,Technical Communication for Engineers,SG03,13,13,13,0,0,0,0,0
NUS,Ctr for Engl Lang Comms,ES5101,Technical Communication for Engineers,SG04,13,9,9,0,0,0,0,0
NUS,Ctr for Engl Lang Comms,ES5101,Technical Communication for Engineers,SG05,13,12,12,0,0,0,0,0
NUS,Ctr for Engl Lang Comms,ES5101,Technical Communication for Engineers,SG06,13,15,13,0,2,0,0,0
NUS Business School,Analytics and Operations,DOS4811,Data Visualisation,SA1,2,2,1,0,0,0,1,0
NUS Business School,Analytics and Operations,DOS5101,Supply Chain Coordination and Risk Management,SA1,27,25,18,0,0,0,0,7
NUS Business School,Analytics and Operations,DOS5106,Supply Chain Models and Strategies,SA1,0,3,0,0,3,0,0,0
NUS Business School,Analytics and Operations,IND5001,Introduction to Industry 4.0 and Applications,L1,65,2,2,0,0,0,0,0
NUS Business School,Analytics and Operations,IND5022,Data Analytics for Smart Manufacturing,L1,15,16,12,0,4,0,0,0
NUS Business School,Analytics and Operations,IND5024,Strategic Procurement in a Digital World,L1,23,10,10,0,0,0,0,0
NUS Business School,BIZ Dean's Office,BMF5342,Technological Disruptions in Finance and Data Analytics,S01,25,10,10,0,0,0,0,0
NUS Business School,BIZ Dean's Office,BMF5343,Banks and Non-Traditional Financial Intermediaries,S01,40,53,40,0,13,0,0,0
NUS Business School,BIZ Dean's Office,BMF5344,Financial Statement Analysis and Value Investing,S01,34,22,22,1,0,0,0,0
NUS Business School,BIZ Dean's Office,BMF5344,Financial Statement Analysis and Value Investing,S02,34,32,32,1,0,0,0,0
NUS Business School,BIZ Dean's Office,BMF5346,Venture Capital and Private Equity,S01,45,45,45,0,0,0,0,0
NUS Business School,BIZ Dean's Office,BMF5346,Venture Capital and Private Equity,S02,45,13,13,0,0,0,0,0
NUS Business School,BIZ Dean's Office,BMF5351,Household Finance,S01,35,38,35,0,3,0,0,0
NUS Business School,BIZ Dean's Office,BMF5352,Advanced Applied Portfolio Management,S01,42,35,35,1,0,0,0,0
NUS Business School,BIZ Dean's Office,BMF5353,Applied Investment Strategies,S01,42,36,36,2,0,0,0,0
NUS Business School,BIZ Dean's Office,BMF5354,Financial Regulation in a Digital Age,S01,45,17,17,0,0,0,0,0
NUS Business School,BIZ Dean's Office,BMF5355,"Financial Institutions, Markets, Systems and Technology",S01,25,11,11,0,0,0,0,0
NUS Business School,BIZ Dean's Office,BMF5356,Applied Financial Risk Management,S01,31,33,31,0,2,0,0,0
NUS Business School,BIZ Dean's Office,BMF5357,Sustainable Investment,S01,45,29,29,0,0,0,0,0
NUS Business School,BIZ Dean's Office,BMF5358,Entrepreneurship in Financial Technology,S01,25,10,10,0,0,0,0,0
NUS Business School,BIZ Dean's Office,BMS5105,Big Data and Business Strategy,S01,30,25,25,3,0,0,0,0
NUS Business School,BIZ Dean's Office,BMS5105,Big Data and Business Strategy,S02,38,38,38,0,0,0,0,0
NUS Business School,BIZ Dean's Office,BMS5110,Managerial Economics,S01,41,39,39,1,0,0,0,0
NUS Business School,BIZ Dean's Office,BMS5117,Game Theory For Managers,S01,31,15,15,0,0,0,0,0
NUS Business School,BIZ Dean's Office,BMS5118,Competing Globally,S01,45,40,40,0,0,0,0,0
NUS Business School,BIZ Dean's Office,BMS5119,Asian Family Business,S01,15,34,15,0,19,0,0,0
NUS Business School,BIZ Dean's Office,BMS5121S,Digital Transformation,S01,30,35,0,0,0,0,0,35
NUS Business School,BIZ Dean's Office,BMS5205,Business Analytics,S01,41,44,41,0,3,0,0,0
NUS Business School,BIZ Dean's Office,BMS5205,Business Analytics,S02,35,37,35,0,2,0,0,0
NUS Business School,BIZ Dean's Office,BMS5307,Financial Markets and Institutions,S01,39,40,39,0,1,0,0,0
NUS Business School,BIZ Dean's Office,BMS5408,Special Topics in Organizational Behavior,S01,21,40,21,0,19,0,0,0
NUS Business School,BIZ Dean's Office,BMS5410,Negotiation and Conflict Management,S01,24,35,24,0,11,0,0,0
NUS Business School,BIZ Dean's Office,BMS5410,Negotiation and Conflict Management,S02,27,28,27,0,1,0,0,0
NUS Business School,BIZ Dean's Office,BMS5505,Digital Marketing,S01,37,57,37,0,20,0,0,0
NUS Business School,BIZ Dean's Office,BMS5513,Product Development & Brand Management,S01,50,1,1,0,0,0,0,0
NUS Business School,BIZ Dean's Office,BMS5515,Personal Selling and Sales Management,S01,29,30,29,0,1,0,0,0
NUS Business School,BIZ Dean's Office,BMS5517,Product Experience Management,S01,32,69,32,0,37,0,0,0
NUS Business School,BIZ Dean's Office,BMS5702A,Asian Management and Leadership: Learning From Zheng He,S01,15,14,14,1,0,0,0,0
NUS Graduate School,Ctr for Quantum Technologies,QT5102,Security of Practical Quantum Cryptography,L1,20,5,5,0,0,0,0,0
SSH School of Public Health,SSH School of Public Health DO,SPH5003,Health Behaviour and Communication,L1,70,16,16,0,0,0,0,0
SSH School of Public Health,SSH School of Public Health DO,SPH5006,STATA Primer for Public Health,L1,45,9,9,0,0,0,0,0
SSH School of Public Health,SSH School of Public Health DO,SPH5007,Implementing Public Health Programmes and Policies,L1,80,26,26,0,0,0,0,0
