Faculty,Department,Code,Title,Class,Vacancy,Demand,Successful (Main),Successful (Reserve),Quota Exceeded,Timetable Clashes,Workload Exceeded,Others
College of Design and Eng,Architecture,AR5958K,Topics in Urbanism 11,L1,15,14,0,0,0,0,0,14
College of Design and Eng,Architecture,AR5959E,Topics in Design Technology 5,E1,23,13,3,0,0,0,0,10
College of Design and Eng,Architecture,AR5959F,Topics in Design Technology 6,L1,23,6,2,0,0,0,0,4
College of Design and Eng,Architecture,DEP5110,Urban Design and Planning,L1,40,12,12,0,0,0,0,0
College of Design and Eng,Architecture,DEP5111,Planning Technologies,L1,30,12,12,0,0,0,0,0
College of Design and Eng,Architecture,LA5702,MLA Studio: Region,D1,75,1,1,0,0,0,0,0
College of Design and Eng,Architecture,LA5742,Dissertation,L1,50,1,1,0,0,0,0,0
College of Design and Eng,Architecture,UD5602,URBAN STUDIO DESIGN 2,D1,35,2,2,0,0,0,0,0
College of Design and Eng,Architecture,UD5628,Critique of Contemporary Urban Design,L1,35,2,2,0,0,0,0,0
College of Design and Eng,Biomedical Engineering,BN5102,Clinical Instrumentation,L1,5,15,5,0,10,0,0,0
College of Design and Eng,Biomedical Engineering,BN5201,Advanced Biomaterials,L1,40,20,20,0,0,0,0,0
College of Design and Eng,Biomedical Engineering,BN5202,Orthopaedic Biomechanics,L1,30,10,10,0,0,0,0,0
College of Design and Eng,Biomedical Engineering,BN5203,ADVANCED TISSUE ENGINEERING,L1,50,15,15,0,0,0,0,0
College of Design and Eng,Biomedical Engineering,BN5207,MEDICAL IMAGING SYSTEMS,L1,50,26,26,0,0,0,0,0
College of Design and Eng,Biomedical Engineering,BN5209,FRONTIERS IN NEUROTECHNOLOGY,L1,25,27,25,0,2,0,0,0
College of Design and Eng,Biomedical Engineering,BN5303,Tissue Engineering for Designing Food,L1,40,4,1,0,0,0,0,3
College of Design and Eng,Biomedical Engineering,BN6202,Advanced Human Motion Biomechanics,L1,35,8,8,0,0,0,0,0
College of Design and Eng,Biomedical Engineering,BN6401,Advanced Quantitative Fluorescence Microscopy,L1,59,23,23,0,0,0,0,0
College of Design and Eng,Built Environment,BPS5222,Indoor Environmental Quality,L1,50,21,21,0,0,0,0,0
College of Design and Eng,Built Environment,BPS5225,Building Energy Audit and Performance Measurement and Verification,L1,41,10,10,0,0,0,0,0
College of Design and Eng,Built Environment,BPS5226,Smart Buildings and Facilities,L1,31,13,13,0,0,0,0,0
College of Design and Eng,Built Environment,BPS5228,Advanced Building Materials and Structures,L1,34,19,19,0,0,0,0,0
College of Design and Eng,Built Environment,PM5101,PROJECT MANAGEMENT,L1,87,24,24,0,0,0,0,0
College of Design and Eng,Built Environment,PM5105,DEVELOPMENT FINANCE,L1,89,23,23,0,0,0,0,0
College of Design and Eng,Built Environment,PM5107,TIME AND COST MANAGEMENT,L1,84,24,24,0,0,0,0,0
College of Design and Eng,Built Environment,PM5109,PROJECT MANAGEMENT LAW,L1,92,14,14,0,0,0,0,0
College of Design and Eng,Built Environment,PM5115,Project Finance Contracts and Agreements,L1,95,18,18,0,0,0,0,0
College of Design and Eng,Built Environment,PM5117,Urban Managment,L1,100,24,24,0,0,0,0,0
College of Design and Eng,CDE Dean's Office,BX5101,BUSINESS AND THE ENVIRONMENT,L1,25,7,7,0,0,0,0,0
College of Design and Eng,CDE Dean's Office,DE5107,Environmental Planning,L1,27,7,7,0,0,0,0,0
College of Design and Eng,CDE Dean's Office,DEP5102,Urban Planning History & Theory,L1,40,12,12,0,0,0,0,0
College of Design and Eng,CDE Dean's Office,DEP5107,Dissertation,E1,5,7,5,0,2,0,0,0
College of Design and Eng,CDE Dean's Office,DEP5107,Dissertation,E10,5,1,1,0,0,0,0,0
College of Design and Eng,CDE Dean's Office,DEP5113,Quantitative Methods for Urban Planning,L1,30,12,12,0,0,0,0,0
College of Design and Eng,CDE Dean's Office,ISD5102,Integrated Studio Project 2,D1,32,12,12,0,0,0,0,0
College of Design and Eng,CDE Dean's Office,ISD5105,Principles of Sustainable Urbanism,L2,30,10,10,0,0,0,0,0
College of Design and Eng,CDE Dean's Office,ISD5105,Principles of Sustainable Urbanism,L3,30,1,1,0,0,0,0,0
College of Design and Eng,CDE Dean's Office,ISD5106,Sustainability Models and Blueprints,L1,37,2,1,0,0,0,0,1
College of Design and Eng,CDE Dean's Office,ISD5106,Sustainability Models and Blueprints,L2,30,11,9,0,0,0,0,2
College of Design and Eng,CDE Dean's Office,ISD5106,Sustainability Models and Blueprints,L4,30,1,1,0,0,0,0,0
College of Design and Eng,Chemical & Biomolecular Eng,CN5020,ADVANCED REACTION ENGINEERING,L1,31,4,4,0,0,0,0,0
College of Design and Eng,Chemical & Biomolecular Eng,CN5040,ADVANCED TRANSPORT PHENOMENA,L1,38,7,7,0,0,0,0,0
College of Design and Eng,Chemical & Biomolecular Eng,CN5050,ADVANCED SEPARATION PROCESSES,L1,53,7,7,0,0,0,0,0
College of Design and Eng,Chemical & Biomolecular Eng,CN5111,OPTIMIZATION OF CHEMICAL PROCESSES,L1,24,9,9,0,0,0,0,0
College of Design and Eng,Chemical & Biomolecular Eng,CN5112,Introduction to Electrochemical Systems,L1,42,11,11,0,0,0,0,0
College of Design and Eng,Chemical & Biomolecular Eng,CN5172,BIOCHEMICAL ENGINEERING,L1,21,11,11,0,0,0,0,0
College of Design and Eng,Chemical & Biomolecular Eng,CN5191,Project Engineering,L1,10,4,4,0,0,0,0,0
College of Design and Eng,Chemical & Biomolecular Eng,CN5193,INSTRUMENTAL METHODS OF ANALYSIS,L1,29,19,19,0,0,0,0,0
College of Design and Eng,Chemical & Biomolecular Eng,CN5194,Carbon Capture Sequestration and Utilization,L1,17,16,16,0,0,0,0,0
College of Design and Eng,Chemical & Biomolecular Eng,CN5203,Circular Economy in the Chemical Industry,L1,13,12,12,0,0,0,0,0
College of Design and Eng,Chemical & Biomolecular Eng,CN5215,Atomistic Modelling of Molecules and Materials,L1,9,11,9,0,2,0,0,0
College of Design and Eng,Chemical & Biomolecular Eng,CN5252,Molecular and computational tools for biotechnology,L1,38,4,4,0,0,0,0,0
College of Design and Eng,Chemical & Biomolecular Eng,CN6020,Advanced Reaction Engineering,L1,10,7,7,0,0,0,0,0
College of Design and Eng,Chemical & Biomolecular Eng,CN6163,Inorganic Nanomaterials for Sustainability,L1,32,4,4,0,0,0,0,0
College of Design and Eng,Chemical & Biomolecular Eng,SH5001,Fundamentals in Process Safety,L1,14,22,14,0,8,0,0,0
College of Design and Eng,Chemical & Biomolecular Eng,SH5003,FUNDAMENTALS IN ENVIRONMENTAL PROTECTION,L1,20,27,20,0,7,0,0,0
College of Design and Eng,Chemical & Biomolecular Eng,SH5004,Fundamentals in Industrial Hygiene,L1,20,17,17,0,0,0,0,0
College of Design and Eng,Chemical & Biomolecular Eng,SH5005,Risk Analysis & Safety Analytics,L1,25,20,20,0,0,0,0,0
College of Design and Eng,Chemical & Biomolecular Eng,SH5101,INDUSTRIAL TOXICOLOGY,L1,40,19,19,1,0,0,0,0
College of Design and Eng,Chemical & Biomolecular Eng,SH5105,Noise and Other Physical Hazards,L1,7,12,7,0,5,0,0,0
College of Design and Eng,Chemical & Biomolecular Eng,SH5201,Process Hazard Analysis,L1,25,10,10,0,0,0,0,0
College of Design and Eng,Chemical & Biomolecular Eng,SH5202,Quantified Risk Analysis,L1,60,2,2,0,0,0,0,0
College of Design and Eng,Chemical & Biomolecular Eng,SH5205,Crisis and Incident Management,L1,12,5,5,0,0,0,0,0
College of Design and Eng,Chemical & Biomolecular Eng,SH5209,Process Safety Digitalization,L1,18,12,12,0,0,0,0,0
College of Design and Eng,Chemical & Biomolecular Eng,SH5401,"Safety, Health, Environment & Quality Management System",L1,4,17,4,0,13,0,0,0
College of Design and Eng,Chemical & Biomolecular Eng,SH5407,Sustainable Energy and Environment,L1,2147483647,14,14,0,0,0,0,0
College of Design and Eng,Chemical & Biomolecular Eng,SH5408,Electrical Safety,L1,32,13,13,0,0,0,0,0
College of Design and Eng,Civil & Environmental Eng,CE5001,Research Project,L01,50,21,21,0,0,0,0,0
College of Design and Eng,Civil & Environmental Eng,CE5002D,Capstone Project for Transportation Engineering,L01,60,15,15,0,0,0,0,0
College of Design and Eng,Civil & Environmental Eng,CE5002E,Capstone Project for Infrastructure Project Management,L01,80,4,4,0,0,0,0,0
College of Design and Eng,Civil & Environmental Eng,CE5106QA,"Ground Improvement - Hydraulic, Vibratory & Chemical",L01,100,58,58,0,0,0,0,0
College of Design and Eng,Civil & Environmental Eng,CE5106QB,"Ground Improvement - Dynamic, Geosynthetic & Inclusions",L01,100,42,41,0,0,0,0,1
College of Design and Eng,Civil & Environmental Eng,CE5107QA,Pile Foundation Design,L01,100,58,58,0,0,0,0,0
College of Design and Eng,Civil & Environmental Eng,CE5107QB,Advanced Topics in Pile Foundation Design,L01,100,49,49,0,0,0,0,0
College of Design and Eng,Civil & Environmental Eng,CE5111,UNDERGROUND CONSTRUCTION DESIGN PROJECT,L01,50,11,11,0,0,0,0,0
College of Design and Eng,Civil & Environmental Eng,CE5112,Structural Support Systems for Excavation,L01,70,57,57,0,0,0,0,0
College of Design and Eng,Civil & Environmental Eng,CE5203,Traffic Flow & Control,L01,70,91,70,0,21,0,0,0
College of Design and Eng,Civil & Environmental Eng,CE5204,PAVEMENT DESIGN & REHABILITATION,L01,60,96,60,0,36,0,0,0
College of Design and Eng,Civil & Environmental Eng,CE5214QA,Energy Demand Analysis for the Built Environment,L01,100,70,70,0,0,0,0,0
College of Design and Eng,Civil & Environmental Eng,CE5214QB,"Mobility, Climate Change, and Energy Markets",L01,100,62,62,0,0,0,0,0
College of Design and Eng,Civil & Environmental Eng,CE5308,Coastal Processes and Protection,L01,0,4,0,0,0,0,0,4
College of Design and Eng,Civil & Environmental Eng,CE5308QA,Coastal Processes and Protection,L01,70,2,2,0,0,0,0,0
College of Design and Eng,Civil & Environmental Eng,CE5308QB,Sediment Transport and Coastal Protection,L01,70,2,2,0,0,0,0,0
College of Design and Eng,Civil & Environmental Eng,CE5310,Hydroinformatics,L01,30,8,8,0,0,0,0,0
College of Design and Eng,Civil & Environmental Eng,CE5314,HEWRM Project,EL01,120,1,1,0,0,0,0,0
College of Design and Eng,Civil & Environmental Eng,CE5317A,Eco-hydrology,L01,40,21,21,0,0,0,0,0
College of Design and Eng,Civil & Environmental Eng,CE5317B,Nature Based Solutions for Coastal Protection,L01,40,25,25,0,0,0,0,0
College of Design and Eng,Civil & Environmental Eng,CE5513,Plastic Analysis Of Structures,L01,70,44,44,0,0,0,0,0
College of Design and Eng,Civil & Environmental Eng,CE5515,Structural Health Monitoring,L01,50,30,30,0,0,0,0,0
College of Design and Eng,Civil & Environmental Eng,CE5516QA,Structural Stability Concepts & Applications,L01,80,19,19,0,0,0,0,0
College of Design and Eng,Civil & Environmental Eng,CE5516QB,Structural Dynamics Concepts & Applications,L01,60,23,23,0,0,0,0,0
College of Design and Eng,Civil & Environmental Eng,CE5604,Advanced Concrete Technology,L01,120,87,87,0,0,0,0,0
College of Design and Eng,Civil & Environmental Eng,CE5611QA,Advanced Prestressed Concrete Design,L01,70,39,39,0,0,0,0,0
College of Design and Eng,Civil & Environmental Eng,CE5611QB,Precast Structural Concrete Design,L01,70,38,38,0,0,0,0,0
College of Design and Eng,Civil & Environmental Eng,CE5716,Introduction to Ocean Infrastructure & Renewables,L01,30,35,30,0,5,0,0,0
College of Design and Eng,Civil & Environmental Eng,CE5717,Mooring and Cables for Ocean Infrastructure,L01,30,22,22,0,0,0,0,0
College of Design and Eng,Civil & Environmental Eng,CE5719QA,Design of Fixed Wind Turbine Structures,L01,30,8,8,0,0,0,0,0
College of Design and Eng,Civil & Environmental Eng,CE5719QB,Integrity of Fixed Wind Turbine Structures,L01,30,8,8,0,0,0,0,0
College of Design and Eng,Civil & Environmental Eng,CE5805QA,Construction Productivity Analytics,L01,100,114,100,0,14,0,0,0
College of Design and Eng,Civil & Environmental Eng,CE5805QB,Design for Manufacture and Assembly,L01,100,113,100,0,13,0,0,0
College of Design and Eng,Civil & Environmental Eng,CE5806QA,Advanced Construction Planning & Control,L01,100,131,100,0,31,0,0,0
College of Design and Eng,Civil & Environmental Eng,CE5806QB,Lean Construction,L01,100,123,100,0,23,0,0,0
College of Design and Eng,Civil & Environmental Eng,CE5809,Management and Economics of International Construction,L01,100,94,94,0,0,0,0,0
College of Design and Eng,Civil & Environmental Eng,CE6006,ADVANCED FINITE ELEMENT ANALYSIS,L01,40,13,13,0,0,0,0,0
College of Design and Eng,Civil & Environmental Eng,CE6102,GEOTECHNICAL ANALYSIS,L01,40,26,26,0,0,0,0,0
College of Design and Eng,Civil & Environmental Eng,CE6601,Characterization of Sustainable Building Materials,L01,30,32,30,0,2,0,0,0
College of Design and Eng,Civil & Environmental Eng,CE6999,DOCTORAL SEMINARS,EL01,150,1,1,0,0,0,0,0
College of Design and Eng,Civil & Environmental Eng,ESE5001,Environmental Engineering Principles,L01,40,10,10,0,0,0,0,0
College of Design and Eng,Civil & Environmental Eng,ESE5003,Environmental Chemical Processes Analysis,L01,60,64,60,0,4,0,0,0
College of Design and Eng,Civil & Environmental Eng,ESE5004,Research Project,L01,50,27,27,0,0,0,0,0
College of Design and Eng,Civil & Environmental Eng,ESE5202,AIR POLLUTION CONTROL TECHNOLOGY,L01,100,71,71,0,0,0,0,0
College of Design and Eng,Civil & Environmental Eng,ESE5203,AEROSOL SCIENCE AND TECHNOLOGY,L01,80,54,54,0,0,0,0,0
College of Design and Eng,Civil & Environmental Eng,ESE5602,Environmental Management Systems,L01,80,23,23,0,0,0,0,0
College of Design and Eng,Civil & Environmental Eng,ESE5666,Industrial Attachment,L01,20,1,1,0,0,0,0,0
College of Design and Eng,Civil & Environmental Eng,ESE5880C,Topics in Env. Eng. - Environ Sys Planning & Analysis,L01,70,65,65,0,0,0,0,0
College of Design and Eng,Civil & Environmental Eng,ESE5901,Environmental Technology,L01,18,6,6,0,0,0,0,0
College of Design and Eng,Civil & Environmental Eng,ESE6003,Advanced Environmental Chemical Process Analysis,L01,8,3,3,0,0,0,0,0
College of Design and Eng,Electrical & Computer Eng,CEG5103,Wireless and Sensor Networks for IoT,L01,118,3,3,1,0,0,0,0
College of Design and Eng,Electrical & Computer Eng,CEG5202,Embedded Software Systems and Security,L01,55,8,8,0,0,0,0,0
College of Design and Eng,Electrical & Computer Eng,CEG5203,Hardware Acceleration and Reconfigurable Computing,L01,34,6,6,1,0,0,0,0
College of Design and Eng,Electrical & Computer Eng,CEG5204,Smart Sensing Systems,L01,42,5,5,1,0,0,0,0
College of Design and Eng,Electrical & Computer Eng,CEG5301,Machine Learning with Applications,L01,100,60,60,0,0,0,0,0
College of Design and Eng,Electrical & Computer Eng,CEG5302,Evolutionary Computation and Applications,L01,77,71,48,0,0,0,0,23
College of Design and Eng,Electrical & Computer Eng,CEG5303,Intelligent Autonomous Robotic Systems,L01,22,45,17,0,28,0,0,0
College of Design and Eng,Electrical & Computer Eng,CEG5304,Deep Learning for Digitalization Technologies,L01,60,46,40,0,6,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE5020,Data Science for Internet of Things,L01,27,1,1,1,0,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE5021,Cloud based Services for Internet of Things,L01,16,5,5,0,0,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE5022,Cyber Security for Internet of Things,L01,25,2,2,0,0,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE5023,Wireless Networks,L01,10,3,3,0,0,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE5024,IoT Sensor Networks,L01,12,3,3,0,0,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE5064,Dynamics and Control of Robot Manipulators,L01,8,2,2,0,0,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE5065,Tenets of AI in Robotics,L01,13,2,2,0,0,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE5104,ADAPTIVE CONTROL SYSTEMS,L01,2147483647,27,16,0,11,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE5134,Optical Communications and Networks,L01,2147483647,105,30,0,75,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE5135,Digital Communications,L01,2147483647,60,31,0,29,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE5434,Microelectronic Processes and Integration,L01,2147483647,105,32,0,73,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE5441,Introduction to Nanoelectronics and Emerging Devices,L01,2147483647,57,17,0,34,0,0,6
College of Design and Eng,Electrical & Computer Eng,EE5442,Memory Technologies and Their Emerging Applications,L01,2147483647,69,20,0,45,0,0,4
College of Design and Eng,Electrical & Computer Eng,EE5507,Analog Integrated Circuits Design,L01,2147483647,26,26,0,0,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE5508,SEMICONDUCTOR FUNDAMENTALS,L01,2147483647,24,24,0,0,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE5517,Optical Engineering,L01,2147483647,126,61,0,65,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE5711,Power Electronic Systems,L01,2147483647,41,16,0,25,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE5713,Modern Power Systems and Smart Grid,L01,31,1,1,0,0,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE5801,Electromagnetic Compatibility,L01,2147483647,54,24,0,30,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE5904,NEURAL NETWORKS,L01,2147483647,33,28,3,5,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE6104,ADAPTIVE CONTROL SYSTEMS (ADVANCED),L01,8,1,1,0,0,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE6135,Digital Communications (Advanced),L01,6,6,4,0,2,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE6437,Advanced Semiconductor Devices,L01,22,5,5,0,0,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE6934,Deep Learning (Advanced),L01,30,7,7,0,0,0,0,0
College of Design and Eng,Electrical & Computer Eng,ME5404,NEURAL NETWORKS,L01,13,16,13,0,3,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,IE5002,Applied Engineering Statistics,L1,14,6,3,0,0,0,0,3
College of Design and Eng,Industrial Systems Eng & Mgmt,IE5003,COST ANALYSIS AND ENGINEERING ECONOMY,L1,14,14,4,0,5,0,0,5
College of Design and Eng,Industrial Systems Eng & Mgmt,IE5006,Large Scale System Engineering,L1,9,18,0,0,0,0,0,18
College of Design and Eng,Industrial Systems Eng & Mgmt,IE5105,Modelling for Supply Chain Systems,L1,37,11,9,0,0,0,0,2
College of Design and Eng,Industrial Systems Eng & Mgmt,IE5107,Operations Analysis and Management,L1,27,16,15,0,1,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,IE5108,Facility Layout And Location,L1,37,17,14,0,0,0,0,3
College of Design and Eng,Industrial Systems Eng & Mgmt,IE5121,Quality Planning And Management,L1,9,6,6,0,0,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,IE5202,APPLIED FORECASTING METHODS,L1,1,1,1,0,0,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,IE5205,Healthcare System and Analytics,L1,22,4,4,0,0,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,IE5206,Energy and Sustainability A Systems Approach,L1,2147483647,1,0,0,1,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,IE5207,Energy Systems Modelling and Market Mechanisms,L1,14,2,2,0,0,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,IE5221,Transportation Modeling and Economics,L1,9,9,9,0,0,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,IE5504,Systems Modelling And Advanced Simulation,L1,38,11,7,1,1,0,0,3
College of Design and Eng,Industrial Systems Eng & Mgmt,IE5909A,Research Project in Industrial & System Engineering I,L1,0,2,0,0,0,0,0,2
College of Design and Eng,Industrial Systems Eng & Mgmt,IE6004,Stochastic Processes I,L1,32,5,0,0,0,0,0,5
College of Design and Eng,Industrial Systems Eng & Mgmt,IE6099,ISE RESEARCH METHODOLOGY,L1,15,4,0,0,0,0,0,4
College of Design and Eng,Industrial Systems Eng & Mgmt,IE6520,Theory and Algorithms for Online Learning,L1,36,8,0,0,0,0,0,8
College of Design and Eng,Industrial Systems Eng & Mgmt,MT5001,Intellectual Property Management & Innovation Strategy,L1,28,15,15,0,0,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,MT5007,MANAGEMENT OF TECHNOLOGICAL INNOVATION,L1,50,3,3,0,0,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,MT5010,"Technology Forecasting, Intelligence & Foresighting",L1,39,6,6,0,0,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,MT5022,Digital Disruption and Technology Strategy,L1,28,14,14,0,0,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,MT5023,Technology-Based Entrepreneurial Strategy,L1,29,8,8,0,0,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,MT5024,Maximising Innovation Value through Patent Analytics,L1,48,2,2,0,0,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,MT5026,Experiential Learning Applied Project,L1,36,3,3,0,0,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,MT5900,MOT RESEARCH PROJECT,L1,2147483647,1,0,0,0,0,0,1
College of Design and Eng,Industrial Systems Eng & Mgmt,MT5911,Venture Capital Funding for TechVenture,L1,44,12,12,0,0,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,MT5912,Frugal Innovation,L1,30,1,1,0,0,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,MT5913,TechLaunch - Experiential Entrepreneurship,L1,25,3,3,0,0,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,MT5920,Enterprise Development,L1,29,4,4,0,0,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,MTM5005,Intermodal Freight Transport and Logistics,L1,2,5,2,0,3,0,0,0
College of Design and Eng,Materials Science & Eng,MLE5002,Materials Characterization,L1,69,1,1,0,0,0,0,0
College of Design and Eng,Materials Science & Eng,MLE5102,MECHANICAL BEHAVIOURS OF MATERIALS,L1,160,67,67,1,0,0,0,0
College of Design and Eng,Materials Science & Eng,MLE5211,Nanomaterials,L1,159,76,76,1,0,0,0,0
College of Design and Eng,Materials Science & Eng,MLE5214,Advances in Polymeric Materials,L1,155,134,134,3,0,0,0,0
College of Design and Eng,Materials Science & Eng,MLE5215,Atomistic Modelling of Molecules and Materials,L1,18,54,18,0,34,0,0,2
College of Design and Eng,Materials Science & Eng,MLE5222,Nano and 2D materials for Energy applications,L1,119,82,0,0,0,0,0,82
College of Design and Eng,Materials Science & Eng,MLE5223,Rational Materials Design for Sustainability,L1,117,113,0,0,0,0,0,113
College of Design and Eng,Materials Science & Eng,MLE5224,Degradation of Materials,L1,120,111,0,0,0,0,0,111
College of Design and Eng,Materials Science & Eng,MLE6208,Practical Transmission Electron Microscopy,L1,60,25,25,1,0,0,0,0
College of Design and Eng,Mechanical Engineering,EE5106,ADVANCED ROBOTICS,L01,2147483647,65,25,0,40,0,0,0
College of Design and Eng,Mechanical Engineering,ME5001A,Mechanical Engineering Project,E01,60,3,0,0,0,0,0,3
College of Design and Eng,Mechanical Engineering,ME5103,PLATES AND SHELLS,L01,38,12,12,0,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME5107,Vibration Theory and Applications,L01,40,34,34,0,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME5207,SOLAR ENERGY SYSTEMS,L01,48,42,42,1,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME5302,Computational Fluid Mechanics,L01,21,5,5,0,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME5309,Aircraft Engines and Rocket Propulsion,L01,13,12,12,1,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME5311,Data-Driven Engineering and Machine Learning,L01,114,81,81,0,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME5402,ADVANCED ROBOTICS,L01,48,3,3,1,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME5405,Machine Vision,L01,54,16,16,4,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME5406,Deep Learning for Robotics,L01,21,13,13,0,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME5409,Robot Dynamics and Control,L01,2147483647,45,33,0,0,0,0,12
College of Design and Eng,Mechanical Engineering,ME5410,"Materials, Sensors, Actuators & Fabrication in Robotics",L01,2147483647,46,46,0,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME5411,Robot vision and AI,L01,2147483647,44,44,0,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME5413,Autonomous Mobile Robotics,L01,94,108,80,0,26,0,0,2
College of Design and Eng,Mechanical Engineering,ME5414,Optimization Techniques for Dynamic Systems,L01,98,17,17,2,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME5415,Advanced Soft Robotics,L01,96,68,64,0,4,0,0,0
College of Design and Eng,Mechanical Engineering,ME5416,Mathematics for Robotics engineering,L01,2147483647,22,22,0,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME5421,Robot Kinematics,L01,2147483647,46,46,0,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME5506,Corrosion of Materials,L01,188,153,153,4,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME5516,Emerging Energy Conversion and Storage Technologies,L01,27,32,27,0,5,0,0,0
