Faculty,Department,Code,Title,Class,Vacancy,Demand,Successful_Main,Successful_Reserve,Quota_Exceeded,Timetable_Clashes,Workload_Exceeded,Others
College of Design and Eng,Electrical & Computer Eng,EE5022,Cyber Security for Internet of Things,L01,6,3,3,0,0,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE5023,Wireless Networks,L01,0,7,0,0,7,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE5024,IoT Sensor Networks,L01,0,6,0,0,6,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE5104,ADAPTIVE CONTROL SYSTEMS,L01,2,4,4,0,0,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE5132,Wireless and Sensor Networks,L01,16,49,20,0,29,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE5134,Optical Communications and Networks,L01,17,56,24,0,32,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE5135,Digital Communications,L01,7,56,10,0,46,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE5137,Stochastic Processes,L01,18,4,4,0,0,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE5138,Optimization for Electrical Engineering,L01,8,7,6,1,0,0,1,0
College of Design and Eng,Electrical & Computer Eng,EE5431,Fundamentals of Nanoelectronics,L01,22,20,19,1,0,1,0,0
College of Design and Eng,Electrical & Computer Eng,EE5434,Microelectronic Processes and Integration,L01,27,2,2,1,0,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE5440,Magnetic Data Storage for Big Data,L01,37,2,2,0,0,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE5507,Analog Integrated Circuits Design,L01,13,13,12,1,0,0,1,0
College of Design and Eng,Electrical & Computer Eng,EE5517,Optical Engineering,L01,19,20,20,2,0,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE5701,HIGH VOLTAGE TESTING AND SWITCHGEAR,L01,19,11,11,0,0,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE5711,Power Electronic Systems,L01,21,2,2,0,0,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE5801,Electromagnetic Compatibility,L01,14,13,13,3,0,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE5903,REAL-TIME SYSTEMS,L01,30,5,5,1,0,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE5904,NEURAL NETWORKS,L01,21,9,9,2,0,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE5934,Deep Learning,L01,5,41,7,0,34,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE6138,Optimization for Electrical Engineering (Advanced),L01,6,1,1,0,0,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE6531,Selected Topics in Smart Grid Technologies,L01,29,2,1,0,0,0,0,1
College of Design and Eng,Electrical & Computer Eng,EE6833,Selected Topics in Microwave and Antenna Engineering,L01,8,3,3,0,0,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE6934,Deep Learning (Advanced),L01,12,5,5,0,0,0,0,0
College of Design and Eng,Electrical & Computer Eng,ME5404,NEURAL NETWORKS,L01,44,7,7,0,0,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,IE5003,COST ANALYSIS AND ENGINEERING ECONOMY,L1,7,1,1,0,0,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,IE5105,Modelling for Supply Chain Systems,L1,28,2,2,0,0,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,IE5107,MATERIAL FLOW SYSTEMS,L1,1,3,2,0,1,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,IE5108,Facility Layout And Location,L1,16,9,7,0,0,0,0,2
College of Design and Eng,Industrial Systems Eng & Mgmt,IE5121,Quality Planning And Management,L1,1,1,1,0,0,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,IE5205,Healthcare System and Analytics,L1,1,7,1,0,6,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,IE5206,Energy and Sustainability: A Systems Approach,L1,9,1,1,0,0,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,IE5221,Transportation Modeling and Economics,L1,3,3,1,1,0,0,0,2
College of Design and Eng,Industrial Systems Eng & Mgmt,IE5231,Statistical Methods for Process Design & Control,L1,11,1,1,0,0,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,IE5404,LARGE SCALE SYSTEMS ENGINEERING,L1,1,3,1,0,2,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,IE5600,Applied Programming for Industrial Systems,L1,0,10,0,0,10,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,IE5881,Selected Topics in Industrial Engineering,L1,28,11,11,0,0,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,IE6505,Stochastic Processes II,L1,19,1,1,0,0,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,IE6520,Theory and Algorithms for Online Learning,L1,12,1,1,0,0,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,MT5010,Technology Forecasting & Intelligence,L1,19,1,1,0,0,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,MT5011,Engineering Business Finance Fundamentals,L1,11,1,1,0,0,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,MT5021,Problem Solving Skills for Engineering Managers,L1,3,4,3,0,1,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,MT5023,Technology-Based Entrepreneurial Strategy,L1,35,1,1,0,0,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,MT5024,Patent Data Analytics for Innovation Management,L1,15,1,1,0,0,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,MT5911,Venture Funding,L1,20,2,2,0,0,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,MTM5005,Intermodal Freight Transport and Logistics,L1,1,2,1,0,0,0,0,1
College of Design and Eng,Materials Science & Eng,MLE5102,MECHANICAL BEHAVIOURS OF MATERIALS,L1,32,2,2,0,0,0,0,0
College of Design and Eng,Materials Science & Eng,MLE5210,Modelling and Simulation of Materials,L1,0,4,4,0,0,0,0,0
College of Design and Eng,Materials Science & Eng,MLE5211,Nanomaterials,L1,1,4,3,0,0,0,0,1
College of Design and Eng,Materials Science & Eng,MLE5214,Advances in Polymeric Materials,L1,15,10,8,0,0,0,1,1
College of Design and Eng,Materials Science & Eng,MLE5215,Atomistic Modelling of Molecules and Materials,L1,4,17,7,0,9,0,0,1
College of Design and Eng,Materials Science & Eng,MLE6103,STRUCTURES OF MATERIALS,L1,22,8,8,0,0,0,0,0
College of Design and Eng,Mechanical Engineering,EE5106,ADVANCED ROBOTICS,L01,12,5,5,0,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME5103,PLATES AND SHELLS,L01,18,2,2,0,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME5106,Engineering Acoustics,L01,39,27,25,0,0,0,0,2
College of Design and Eng,Mechanical Engineering,ME5107,Vibration Theory and Applications,L01,13,8,7,0,0,0,0,1
College of Design and Eng,Mechanical Engineering,ME5205,ENERGY ENGINEERING,L01,1,4,4,0,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME5309,Aircraft Engines and Rocket Propulsion,L01,20,1,1,0,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME5361,ADVANCED COMPUTATIONAL FLUID DYNAMICS,L01,16,1,1,0,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME5402,ADVANCED ROBOTICS,L01,15,3,3,0,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME5405,Machine Vision,L01,49,4,4,0,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME5506,Corrosion of Materials,L01,14,4,4,0,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME5516,Emerging Energy Conversion and Storage Technologies,L01,16,6,5,0,0,0,0,1
College of Design and Eng,Mechanical Engineering,ME5611,SUSTAINABLE PRODUCT DESIGN & MANUFACTURING,L01,2,15,2,0,13,0,0,0
College of Design and Eng,Mechanical Engineering,ME5612,COMPUTER AIDED PRODUCT DEVELOPMENT,L01,0,11,0,0,9,0,0,2
College of Design and Eng,Mechanical Engineering,ME6204,Advanced Heat Transfer,L01,8,3,3,1,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME6303,ADVANCED FLUID DYNAMICS,L01,14,2,2,0,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME6604,Modelling of Manufacturing Processes,L01,42,5,5,0,0,0,0,0
College of Design and Eng,Mechanical Engineering,OT5301,Subsea Systems Engineering,L01,4,5,5,0,0,0,0,0
College of Design and Eng,Mechanical Engineering,OT5304,Subsea Construction & Operational Support,L01,29,8,8,0,0,0,0,0
Faculty of Arts & Social Sci,Chinese Studies,CH4222,Chinese Classical Novels,E1,0,3,0,0,0,0,0,3
Faculty of Arts & Social Sci,Chinese Studies,CH4882A,Personalities in Modern Chinese History,E1,0,1,0,0,0,0,0,1
Faculty of Arts & Social Sci,Chinese Studies,CH6227,CULTURE AND SOCIETY THROUGH LITERATURE,S1,2147483647,2,0,0,2,0,0,0
Faculty of Arts & Social Sci,Chinese Studies,CH6261,CHINESE STUDIES IN THE WEST,L1,2147483647,2,0,0,1,0,0,1
Faculty of Arts & Social Sci,Chinese Studies,CHC5102,Contemporary Research in Chinese Language,L1,3,1,1,0,0,0,0,0
Faculty of Arts & Social Sci,Chinese Studies,CHC5305,Prominent Nanyang Chinese in Modern China,L1,0,1,0,0,1,0,0,0
Faculty of Arts & Social Sci,Chinese Studies,CHC5310,Chinese Rhapsody,L1,0,2,0,0,2,0,0,0
Faculty of Arts & Social Sci,Chinese Studies,CHC5314,Chinese Religion,E1,0,2,0,0,2,0,0,0
Faculty of Arts & Social Sci,Chinese Studies,CHC5316,Print Culture and Chinese Literature: From Ming to Modern,E1,0,2,0,0,2,0,0,0
Faculty of Arts & Social Sci,Chinese Studies,CHC5326,Comparative Grammar between Chinese and English,E1,3,2,2,0,0,0,0,0
Faculty of Arts & Social Sci,Chinese Studies,CHC5336,The Military in Chinese History and Culture,E1,21,2,2,1,0,0,0,0
Faculty of Arts & Social Sci,Chinese Studies,CHC5337,Classical Chinese Landscape Poetry and Painting,E1,1,2,1,0,1,0,0,0
Faculty of Arts & Social Sci,Communications & New Media,NM5219,Critical Design,E1,10,1,0,0,0,0,0,1
Faculty of Arts & Social Sci,Communications & New Media,NMC5323,Crisis Communications and Leadership,E1,6,1,0,0,0,0,0,1
Faculty of Arts & Social Sci,Communications & New Media,NMC5325,Managing Organisational Reputation,E1,14,3,0,0,0,0,0,3
Faculty of Arts & Social Sci,Communications & New Media,NMC5341,Visualising Data,E1,3,2,0,0,0,0,0,2
Faculty of Arts & Social Sci,Communications & New Media,NMC5362,Media in Asia,E1,1,2,0,0,0,0,0,2
Faculty of Arts & Social Sci,Communications & New Media,NMC5364,"Digital Journalism, Law, and Society",E1,11,2,0,0,0,0,0,2
Faculty of Arts & Social Sci,Economics,EC5326,Policy Impact Evaluation Methods,S1,21,3,3,0,0,0,0,0
Faculty of Arts & Social Sci,Economics,EC5882,Topics in Macroeconomics,S1,21,1,1,0,0,0,0,0
Faculty of Arts & Social Sci,Economics,EC6101,ADVANCED MICROECONOMIC THEORY,S1,37,1,1,0,0,0,0,0
Faculty of Arts & Social Sci,Economics,EC6770,GRADUATE RESEARCH SEMINAR,S1,35,7,7,0,0,0,0,0
Faculty of Arts & Social Sci,Economics,EC6884,Behavioral and Experimental Economics,S1,34,1,1,0,0,0,0,0
Faculty of Arts & Social Sci,Economics,ECA5304,Machine Learning and Economic Forecasting,SW1,3,3,3,0,0,0,0,0
Faculty of Arts & Social Sci,Economics,ECA5325,PROJECT & POLICY EVALUATION,S1,0,1,0,0,1,0,0,0
Faculty of Arts & Social Sci,Economics,ECA5325,PROJECT & POLICY EVALUATION,SW1,5,2,2,0,0,0,0,0
Faculty of Arts & Social Sci,Economics,ECA5333,FINANCIAL MARKETS & PORTFOLIO MANAGEMENT,SW1,4,1,1,0,0,0,0,0
Faculty of Arts & Social Sci,Economics,ECA5334,CORPORATE FINANCE,S2,13,3,3,0,0,0,0,0
Faculty of Arts & Social Sci,Economics,ECA5337,Applied Financial Economics,S1,2,1,1,0,0,0,0,0
Faculty of Arts & Social Sci,Economics,ECA5342,Advanced International Trade,S1,1,2,1,0,1,0,0,0
Faculty of Arts & Social Sci,Economics,ECA5342,Advanced International Trade,SW1,2,2,2,0,0,0,0,0
Faculty of Arts & Social Sci,Economics,ECA5343,Advanced International Finance,S1,9,3,3,0,0,0,0,0
Faculty of Arts & Social Sci,Economics,ECA5351,PUBLIC FINANCE,S1,3,2,2,0,0,0,0,0
Faculty of Arts & Social Sci,Economics,ECA5351,PUBLIC FINANCE,SW1,0,3,0,0,3,0,0,0
Faculty of Arts & Social Sci,Economics,ECA5372,Big Data Analytics and Technologies,S1,0,4,0,0,4,0,0,0
Faculty of Arts & Social Sci,Economics,ECA5372,Big Data Analytics and Technologies,SW1,0,5,0,0,5,0,0,0
Faculty of Arts & Social Sci,Economics,ECA5373,THE SINGAPORE ECONOMY,S1,0,1,0,0,1,0,0,0
Faculty of Arts & Social Sci,Economics,ECA5376,Auctions and Market Design,S1,33,3,3,0,0,0,0,0
Faculty of Arts & Social Sci,Economics,ECA5381,Urban Economics,S1,0,2,0,0,2,0,0,0
Faculty of Arts & Social Sci,Economics,ECA5381,Urban Economics,SW1,0,12,0,0,12,0,0,0
Faculty of Arts & Social Sci,Economics,ECA5396,Economics of Business and Law of Intellectual Assets,SW1,0,3,0,0,3,0,0,0
Faculty of Arts & Social Sci,English Language & Literature,EN5248,Literary Rejects,E1,12,1,1,0,0,0,0,0
Faculty of Arts & Social Sci,Geography,GE5211,Dynamic Environments,L1,1,1,1,0,0,0,0,0
Faculty of Arts & Social Sci,Geography,GE5225,Thesis Planning and Implementation,L1,9,1,1,0,0,0,0,0
Faculty of Arts & Social Sci,Geography,GE5227,Internet GIS,L1,20,1,1,0,0,0,0,0
Faculty of Arts & Social Sci,Geography,GE6212,MAPPING GLOBAL ECONOMIC CHANGE,EL1,1,3,0,0,0,0,0,3
Faculty of Arts & Social Sci,History,HY5302,APPROACHES TO MILITARY HISTORY,E1,16,2,2,0,0,0,0,0
Faculty of Arts & Social Sci,History,HY5403,Interpreters of Southeast Asian Pasts,E1,17,4,4,0,0,0,0,0
Faculty of Arts & Social Sci,History,HY5409,Museums and Museology: Critical Perspectives,E1,17,2,2,0,0,0,0,0
Faculty of Arts & Social Sci,History,HY5415,Theatres of Memory: Performing Public History,E1,16,3,3,0,0,0,0,0
Faculty of Arts & Social Sci,Philosophy,PH6770,GRADUATE RESEARCH SEMINAR,E1,10,2,2,0,0,0,0,0
Faculty of Arts & Social Sci,Psychology,PL5222,Multivariate Statistics in Psychology,E1,5,2,1,0,0,0,0,1
Faculty of Arts & Social Sci,Psychology,PL5307,Advanced Health Psychology,E1,6,1,1,0,0,0,0,0
Faculty of Arts & Social Sci,Social Work,SW5217,Continuum of Care and Healthy Ageing,E1,19,1,1,0,0,0,0,0
Faculty of Law,FoL Dean's Office,LL5050V,Public International Law,E1,2147483647,1,1,3,0,0,0,0
Faculty of Law,FoL Dean's Office,LL5054,Domestic and International Sale of Goods,E1,2147483647,3,3,0,0,0,0,0
Faculty of Law,FoL Dean's Office,LL5063V,Business & Finance For Lawyers,E1,2147483647,4,1,0,3,0,0,0
Faculty of Law,FoL Dean's Office,LL5074V,Mergers & Acquisitions,E1,2147483647,4,1,0,3,0,0,0
Faculty of Law,FoL Dean's Office,LL5097V,Islamic Law,E1,2147483647,1,1,1,0,0,0,0
Faculty of Law,FoL Dean's Office,LL5099V,Maritime Law,E1,2147483647,2,2,0,0,0,0,0
Faculty of Law,FoL Dean's Office,LL5140V,Law of the Sea: Theory and Practice,E1,2147483647,2,2,0,0,0,0,0
Faculty of Law,FoL Dean's Office,LL5150V,International Investment Law and Arbitration,E1,2147483647,1,1,0,0,0,0,0
Faculty of Law,FoL Dean's Office,LL5173V,Comparative Corporate Law,E1,2147483647,2,2,1,0,0,0,0
Faculty of Law,FoL Dean's Office,LL5202V,ASEAN Economic Community Law and Policy,E1,2147483647,2,2,0,0,0,0,0
Faculty of Law,FoL Dean's Office,LL5209V,Legal Argument & Narrative,E1,2147483647,8,1,0,7,0,0,0
Faculty of Law,FoL Dean's Office,LL5221,Climate Change Law & Policy,E1,2147483647,1,1,4,0,0,0,0
Faculty of Law,FoL Dean's Office,LL5263V,Intellectual Property Rights and Competition Policy,E1,2147483647,2,2,0,0,0,0,0
Faculty of Law,FoL Dean's Office,LL5290V,Legal Research: Method & Design,E1,2147483647,4,4,1,0,0,0,0
Faculty of Law,FoL Dean's Office,LL5295,Conflict of Laws in Int'l Commercial Arbitration,E1,2147483647,2,2,1,0,0,0,0
Faculty of Law,FoL Dean's Office,LL5308V,"Behavioural Economics, Law & Regulation",E1,2147483647,4,1,0,3,0,0,0
Faculty of Law,FoL Dean's Office,LL5309V,Strategies for Asian Disputes - A Comparative Analysis,E1,2147483647,2,2,2,0,0,0,0
Faculty of Law,FoL Dean's Office,LL5313,Mediation/Conciliation of Inter- & Investor-State Disputes,E1,2147483647,3,3,0,0,0,0,0
Faculty of Law,FoL Dean's Office,LL5316V,Restitution of Unjust Enrichment,E1,2147483647,1,1,0,0,0,0,0
Faculty of Law,FoL Dean's Office,LL5318V,Public Health Law and Regulation,E1,2147483647,3,1,0,2,0,0,0
Faculty of Law,FoL Dean's Office,LL5327V,Mergers and Acquisitions: A Practitioner's Perspective,E1,2147483647,2,1,0,1,0,0,0
Faculty of Law,FoL Dean's Office,LL5338V,Advanced Practicum in International Arbitration,E1,2147483647,3,3,1,0,0,0,0
Faculty of Law,FoL Dean's Office,LL5339,Comparative Evidence in International Arbitration,E1,2147483647,3,3,0,0,0,0,0
Faculty of Law,FoL Dean's Office,LL5348,Monetary Law in Comparative Perspective,E1,2147483647,1,1,0,0,0,0,0
Faculty of Law,FoL Dean's Office,LL5349V,Energy Arbitration,E1,2147483647,2,2,2,0,0,0,0
Faculty of Law,FoL Dean's Office,LL5350,Privacy & Data Protection Law,E1,2147483647,2,0,0,2,0,0,0
Faculty of Law,FoL Dean's Office,LL5352,China and International Economic Law,E1,2147483647,6,2,0,4,0,0,0
Faculty of Law,FoL Dean's Office,LL5357V,Regulation & Political Economy,E1,2147483647,8,4,0,4,0,0,0
Faculty of Law,FoL Dean's Office,LL5360Z,Current Challenges to Investment Arbitration,E1,2147483647,6,6,0,0,0,0,0
Faculty of Law,FoL Dean's Office,LL5361Z,Complex Arbitrations: Multiparty – Multicontract,E1,2147483647,5,5,0,0,0,0,0
Faculty of Law,FoL Dean's Office,LL5364V,Principles of Civil Law: Law of Obligations & Property,E1,2147483647,9,2,0,7,0,0,0
Faculty of Law,FoL Dean's Office,LL5371,Charity Law Today,E1,2147483647,3,3,1,0,0,0,0
Faculty of Law,FoL Dean's Office,LL5375,Traditional Chinese Legal Thought,E1,2147483647,5,5,0,0,0,0,0
Faculty of Law,FoL Dean's Office,LL5385,Taxation Law & the Global Digital Economy,E1,2147483647,5,5,1,0,0,0,0
Faculty of Law,FoL Dean's Office,LL5402,Corporate Insolvency Law,E1,2147483647,1,1,0,0,0,0,0
Faculty of Law,FoL Dean's Office,LL5412,Securities and Capital Markets Regulation,E1,2147483647,1,0,0,1,0,0,0
Faculty of Law,FoL Dean's Office,LL5438V,Intellectual Property Arbitration,E1,2147483647,4,4,0,0,0,0,0
Faculty of Law,FoL Dean's Office,LL5442,Digital Trade and Digital Economy,E1,2147483647,14,4,0,10,0,0,0
Faculty of Law,FoL Dean's Office,LL5456,Legal Technology & Innovation,E1,2147483647,3,3,0,0,0,0,0
Faculty of Law,FoL Dean's Office,LL5460V,"Law, FinTech and the Platform Economy",E1,2147483647,8,1,0,7,0,0,0
Faculty of Law,FoL Dean's Office,LL5461V,Compliance and Risk Management,E1,2147483647,6,1,0,5,0,0,0
Faculty of Law,FoL Dean's Office,LL5462V,Civil Law Approaches to Conflict of Laws,E1,2147483647,1,1,0,0,0,0,0
Faculty of Science,Biological Sciences,BL5202A,BIOPHYSICAL METHODS IN LIFE SCIENCES,L1,0,6,1,0,5,0,0,0
Faculty of Science,Biological Sciences,BL5203,MOLECULAR RECOGNITION AND INTERACTIONS,L1,6,3,3,0,0,0,0,0
Faculty of Science,Biological Sciences,BL5204,Graduate Bootcamp for Biotechnology Industry,L1,39,3,3,0,0,0,0,0
Faculty of Science,Biological Sciences,BL5210,Biogeography,L1,7,1,1,0,0,0,0,0
Faculty of Science,Biological Sciences,BL5213,PROTEIN DESIGN & ENGINEERING,L1,0,3,0,0,2,0,0,1
Faculty of Science,Biological Sciences,BL5216,ADVANCED GENETICS AND GENOME SCIENCES,L1,11,1,1,0,0,0,0,0
Faculty of Science,Biological Sciences,BL5220,ADVANCED ANIMAL DEVELOPMENT,L1,25,1,1,0,0,0,0,0
Faculty of Science,Biological Sciences,BL5221,PLANT AND MICROBIAL DEVELOPMENT,L1,7,1,1,0,0,0,0,0
