Faculty,Department,Code,Title,Class,Vacancy,Demand,Successful_Main,Successful_Reserve,Quota_Exceeded,Timetable_Clashes,Workload_Exceeded,Others
Faculty of Arts & Social Sci,Economics,EC5882,Topics in Macroeconomics,S1,37,15,15,0,0,0,0,0
Faculty of Arts & Social Sci,Economics,EC6101,ADVANCED MICROECONOMIC THEORY,S1,49,9,9,0,0,0,0,0
Faculty of Arts & Social Sci,Economics,EC6102,ADVANCED MACROECONOMIC THEORY,S1,19,8,8,0,0,0,0,0
Faculty of Arts & Social Sci,Economics,EC6103,Econometric Modelling and Applications II,S1,50,11,11,0,0,0,0,0
Faculty of Arts & Social Sci,Economics,EC6104,Advanced Mathematics for Economists,S1,20,7,7,0,0,0,0,0
Faculty of Arts & Social Sci,Economics,EC6770,GRADUATE RESEARCH SEMINAR,S1,50,6,6,0,0,0,0,0
Faculty of Arts & Social Sci,Economics,EC6884,Behavioral and Experimental Economics,S1,48,11,11,0,0,0,0,0
Faculty of Arts & Social Sci,Economics,ECA5304,Machine Learning and Economic Forecasting,S1,3,2,2,0,0,0,0,0
Faculty of Arts & Social Sci,Economics,ECA5304,Machine Learning and Economic Forecasting,SW1,9,11,9,0,2,0,0,0
Faculty of Arts & Social Sci,Economics,ECA5325,PROJECT & POLICY EVALUATION,S1,14,8,8,1,0,0,0,0
Faculty of Arts & Social Sci,Economics,ECA5325,PROJECT & POLICY EVALUATION,SW1,9,16,4,0,12,0,0,0
Faculty of Arts & Social Sci,Economics,ECA5333,FINANCIAL MARKETS & PORTFOLIO MANAGEMENT,SW1,12,3,3,0,0,0,0,0
Faculty of Arts & Social Sci,Economics,ECA5333,FINANCIAL MARKETS & PORTFOLIO MANAGEMENT,SW2,10,4,4,0,0,0,0,0
Faculty of Arts & Social Sci,Economics,ECA5334,CORPORATE FINANCE,S1,23,1,1,0,0,0,0,0
Faculty of Arts & Social Sci,Economics,ECA5334,CORPORATE FINANCE,S2,14,1,1,0,0,0,0,0
Faculty of Arts & Social Sci,Economics,ECA5334,CORPORATE FINANCE,SW1,13,12,11,0,1,0,0,0
Faculty of Arts & Social Sci,Economics,ECA5337,Applied Financial Economics,S1,14,10,10,0,0,0,0,0
Faculty of Arts & Social Sci,Economics,ECA5342,Advanced International Trade,S1,3,9,3,0,6,0,0,0
Faculty of Arts & Social Sci,Economics,ECA5342,Advanced International Trade,SW1,1,1,1,0,0,0,0,0
Faculty of Arts & Social Sci,Economics,ECA5343,Advanced International Finance,S1,15,4,4,0,0,0,0,0
Faculty of Arts & Social Sci,Economics,ECA5343,Advanced International Finance,SW1,7,8,1,0,7,0,0,0
Faculty of Arts & Social Sci,Economics,ECA5351,PUBLIC FINANCE,S1,17,5,5,2,0,0,0,0
Faculty of Arts & Social Sci,Economics,ECA5351,PUBLIC FINANCE,SW1,3,17,3,0,14,0,0,0
Faculty of Arts & Social Sci,Economics,ECA5373,THE SINGAPORE ECONOMY,S1,20,13,13,2,0,0,0,0
Faculty of Arts & Social Sci,Economics,ECA5376,Auctions and Market Design,S1,38,4,4,0,0,0,0,0
Faculty of Arts & Social Sci,Economics,ECA5381,Urban Economics,S1,1,15,1,0,14,0,0,0
Faculty of Arts & Social Sci,Economics,ECA5396,Economics of Business and Law of Intellectual Assets,S1,3,5,3,0,2,0,0,0
Faculty of Arts & Social Sci,Economics,ECA5396,Economics of Business and Law of Intellectual Assets,SW1,1,15,1,0,14,0,0,0
Faculty of Arts & Social Sci,Economics,ECA5884,Applied Behavioural Economics,S1,23,1,1,0,0,0,0,0
Faculty of Arts & Social Sci,Economics,ECA5884,Applied Behavioural Economics,SW1,22,7,7,4,0,0,0,0
Faculty of Arts & Social Sci,English Language & Literature,EL5204,Linguistic Typology,E1,18,3,3,0,0,0,0,0
Faculty of Arts & Social Sci,English Language & Literature,EL5211,CONTACT LANGUAGES,E1,13,3,3,0,0,0,0,0
Faculty of Arts & Social Sci,English Language & Literature,EN5242,Women Novelists,E1,17,1,1,0,0,0,0,0
Faculty of Arts & Social Sci,English Language & Literature,EN5248,Literary Rejects,E1,15,3,3,0,0,0,0,0
Faculty of Arts & Social Sci,English Language & Literature,EN5249,Literary Studies: Overview and Writing Practices,E1,19,4,0,0,0,0,0,4
Faculty of Arts & Social Sci,English Language & Literature,TS5212,ASIAN INTERNATIONAL CINEMA,E1,17,3,3,0,0,0,0,0
Faculty of Arts & Social Sci,English Language & Literature,TS5213,Performing Shakespeare in Asia,E1,20,2,2,0,0,0,0,0
Faculty of Arts & Social Sci,Geography,GE4212,Environmental Modelling,E1,2147483647,1,1,0,0,0,0,0
Faculty of Arts & Social Sci,Geography,GE5211,Dynamic Environments,L1,10,8,8,0,0,0,0,0
Faculty of Arts & Social Sci,Geography,GE5219,Spatial Programming,L1,2147483647,3,3,0,0,0,0,0
Faculty of Arts & Social Sci,Geography,GE5225,Thesis Planning and Implementation,L1,20,11,11,0,0,0,0,0
Faculty of Arts & Social Sci,Geography,GE5227,Internet GIS,L1,30,9,9,0,0,0,0,0
Faculty of Arts & Social Sci,Geography,GE6211,Spatial Data Handling,L1,16,4,4,0,0,0,0,0
Faculty of Arts & Social Sci,Geography,GE6212,MAPPING GLOBAL ECONOMIC CHANGE,EL1,3,3,3,0,0,0,0,0
Faculty of Arts & Social Sci,History,HY5302,APPROACHES TO MILITARY HISTORY,E1,15,1,1,0,0,0,0,0
Faculty of Arts & Social Sci,History,HY5303,PROBLEMS IN CULTURAL HISTORY,E1,12,4,4,0,0,0,0,0
Faculty of Arts & Social Sci,History,HY5401,HISTORIOGRAPHY ON CHINA,E1,12,2,2,0,0,0,0,0
Faculty of Arts & Social Sci,History,HY5402,Reconsidering the Cold War,E1,11,2,2,0,0,0,0,0
Faculty of Arts & Social Sci,History,HY5403,Interpreters of Southeast Asian Pasts,E1,18,4,4,0,0,0,0,0
Faculty of Arts & Social Sci,History,HY5409,Museums and Museology: Critical Perspectives,E1,20,1,1,0,0,0,0,0
Faculty of Arts & Social Sci,History,HY5415,Theatres of Memory: Performing Public History,E1,21,1,1,0,0,0,0,0
Faculty of Arts & Social Sci,History,HY6770,GRADUATE RESEARCH SEMINAR,E1,22,1,1,0,0,0,0,0
Faculty of Arts & Social Sci,Japanese Studies,JS5201,READINGS IN JAPANESE STUDIES I,E1,4,1,1,0,0,0,0,0
Faculty of Arts & Social Sci,Japanese Studies,JS6770,GRADUATE RESEARCH SEMINAR,E1,2147483647,1,1,0,0,0,0,0
Faculty of Arts & Social Sci,Malay Studies,MS6770,GRADUATE RESEARCH SEMINAR,E1,2,2,2,0,0,0,0,0
Faculty of Arts & Social Sci,Philosophy,PH6210,TOPICS IN HISTORY OF WESTERN PHILOSOPHY,E1,15,4,4,0,0,0,0,0
Faculty of Arts & Social Sci,Philosophy,PH6240,Advanced Metaphysics,E1,15,3,3,0,0,0,0,0
Faculty of Arts & Social Sci,Philosophy,PH6760,PHILOSOPHICAL TOPICS,E1,15,3,3,0,0,0,0,0
Faculty of Arts & Social Sci,Philosophy,PH6770,GRADUATE RESEARCH SEMINAR,E1,15,4,4,0,0,0,0,0
Faculty of Arts & Social Sci,Political Science,PS5201,SEMINAR IN POLITICAL THEORY,E1,20,3,3,0,0,0,0,0
Faculty of Arts & Social Sci,Political Science,PS5314,SEMINAR IN INTERNATIONAL RELATIONS,E1,20,1,1,0,0,0,0,0
Faculty of Arts & Social Sci,Political Science,PS5316,SEMINAR IN PUBLIC ADMINISTRATION,E1,20,4,4,0,0,0,0,0
Faculty of Arts & Social Sci,Political Science,PS6660,INDEPENDENT STUDY,LE1,25,4,2,0,0,0,0,2
Faculty of Arts & Social Sci,Psychology,PL5222,Multivariate Statistics in Psychology,E1,20,14,14,0,0,0,0,0
Faculty of Arts & Social Sci,Psychology,PL5307,Advanced Health Psychology,E1,10,4,4,0,0,0,0,0
Faculty of Arts & Social Sci,Psychology,PL6889,Selected Topics in Emotion Psychology,E1,10,3,3,0,0,0,0,0
Faculty of Arts & Social Sci,Social Work,SW5106,Social Policy and Welfare Services,E1,30,9,9,0,0,0,0,0
Faculty of Arts & Social Sci,Social Work,SW5115,Human Development in Context,E1,5,1,1,0,0,0,0,0
Faculty of Arts & Social Sci,Social Work,SW5117A,Practice Research Capstone Seminar I,E1,30,6,6,0,0,0,0,0
Faculty of Arts & Social Sci,Social Work,SW5117B,Practice Research Capstone Seminar II,E1,30,3,3,0,0,0,0,0
Faculty of Arts & Social Sci,Social Work,SW5217,Continuum of Care and Healthy Ageing,E1,30,11,11,0,0,0,0,0
Faculty of Arts & Social Sci,Social Work,SW5220,Statistics for Social Workers,E1,50,5,5,0,0,0,0,0
Faculty of Arts & Social Sci,Social Work,SW6770,GRADUATE RESEARCH SEMINAR,E1,10,6,6,0,0,0,0,0
Faculty of Arts & Social Sci,Social Work,SWD5102,SOCIAL WORK WITH GROUPS AND COMMUNITY,E1,55,37,37,0,0,0,0,0
Faculty of Arts & Social Sci,Social Work,SWD5104,Human Development in Context,E1,55,35,35,0,0,0,0,0
Faculty of Arts & Social Sci,Social Work,SWD5261,GERONTOLOGICAL COUNSELLING,E1,60,7,7,0,0,0,0,0
Faculty of Arts & Social Sci,Sociology,SC5205,Social Policy Analysis,E1,15,5,5,0,0,0,0,0
Faculty of Arts & Social Sci,Sociology,SC5223,Social Networks,E1,15,2,2,0,0,0,0,0
Faculty of Arts & Social Sci,Sociology,SC6215,RELIGION IN THE CONTEMPORARY WORLD,E1,15,2,2,0,0,0,0,0
Faculty of Arts & Social Sci,Sociology,SC6224,Producing Ethnography,E1,15,3,3,0,0,0,0,0
Faculty of Arts & Social Sci,Southeast Asian Studies,CAS6770,Graduate Research Seminar,E1,4,1,1,0,0,0,0,0
Faculty of Arts & Social Sci,Southeast Asian Studies,SE5243,COUNTRY STUDIES: INDONESIA,E1,15,1,1,0,0,0,0,0
Faculty of Arts & Social Sci,Southeast Asian Studies,SE5247,Country Studies: Vietnam,E1,17,1,1,0,0,0,0,0
Faculty of Engineering,Biomedical Engineering,BN5102,Clinical Instrumentation,L1,20,17,17,0,0,0,0,0
Faculty of Engineering,Biomedical Engineering,BN5201,Advanced Biomaterials,L1,20,13,12,0,0,0,0,1
Faculty of Engineering,Biomedical Engineering,BN5203,ADVANCED TISSUE ENGINEERING,L1,40,9,9,0,0,0,0,0
Faculty of Engineering,Biomedical Engineering,BN5207,MEDICAL IMAGING SYSTEMS,L1,40,7,7,0,0,0,0,0
Faculty of Engineering,Biomedical Engineering,BN6202,Advanced Human Motion Biomechanics,L1,30,11,11,0,0,0,0,0
Faculty of Engineering,Biomedical Engineering,BN6401,Advanced Quantitative Fluorescence Microscopy,L1,32,21,20,0,0,0,0,1
Faculty of Engineering,Chemical & Biomolecular Eng,CN5020,ADVANCED REACTION ENGINEERING,L1,25,7,7,0,0,0,0,0
Faculty of Engineering,Chemical & Biomolecular Eng,CN5040,ADVANCED TRANSPORT PHENOMENA,L1,28,13,13,0,0,0,0,0
Faculty of Engineering,Chemical & Biomolecular Eng,CN5050,ADVANCED SEPARATION PROCESSES,L1,33,12,12,0,0,0,0,0
Faculty of Engineering,Chemical & Biomolecular Eng,CN5111,OPTIMIZATION OF CHEMICAL PROCESSES,L1,20,8,8,0,0,0,0,0
Faculty of Engineering,Chemical & Biomolecular Eng,CN5112,Introduction to Electrochemical Systems,L1,54,21,11,0,0,0,0,10
Faculty of Engineering,Chemical & Biomolecular Eng,CN5161,POLYMER PROCESSING ENGINEERING,L1,26,14,14,0,0,0,0,0
Faculty of Engineering,Chemical & Biomolecular Eng,CN5173,DOWNSTREAM PROCESSING OF BIOCHEMICAL & PHARMACEUTICAL PRODUCTS,L1,9,10,9,0,1,0,0,0
Faculty of Engineering,Chemical & Biomolecular Eng,CN5191,Project Engineering,L1,12,3,3,0,0,0,0,0
Faculty of Engineering,Chemical & Biomolecular Eng,CN5193,INSTRUMENTAL METHODS OF ANALYSIS,L1,14,19,14,0,5,0,0,0
Faculty of Engineering,Chemical & Biomolecular Eng,CN5215,Atomistic Modelling of Molecules and Materials,L1,5,16,5,0,11,0,0,0
Faculty of Engineering,Chemical & Biomolecular Eng,CN5246,Catalysis Science and Engineering,L1,6,5,5,0,0,0,0,0
Faculty of Engineering,Chemical & Biomolecular Eng,CN5252,Molecular and computational tools for biotechnology,L1,34,7,7,0,0,0,0,0
Faculty of Engineering,Chemical & Biomolecular Eng,CN5432,Fundamentals and Applications of Porous Materials,L1,15,13,13,0,0,0,0,0
Faculty of Engineering,Chemical & Biomolecular Eng,CN6020,Advanced Reaction Engineering,L1,6,8,6,0,2,0,0,0
Faculty of Engineering,Chemical & Biomolecular Eng,CN6163,Inorganic Nanomaterials for Sustainability,L1,31,3,3,0,0,0,0,0
Faculty of Engineering,Chemical & Biomolecular Eng,SH5001,Fundamentals in Process Safety,L1,4,25,4,0,21,0,0,0
Faculty of Engineering,Chemical & Biomolecular Eng,SH5003,FUNDAMENTALS IN ENVIRONMENTAL PROTECTION,L1,26,11,11,0,0,0,0,0
Faculty of Engineering,Chemical & Biomolecular Eng,SH5004,Fundamentals in Industrial Hygiene,L1,26,17,17,1,0,0,0,0
Faculty of Engineering,Chemical & Biomolecular Eng,SH5101,INDUSTRIAL TOXICOLOGY,L1,17,20,17,0,3,0,0,0
Faculty of Engineering,Chemical & Biomolecular Eng,SH5105,Noise and Other Physical Hazards,L1,32,28,28,2,0,0,0,0
Faculty of Engineering,Chemical & Biomolecular Eng,SH5109,Biostatistics and Epidemiology,L1,14,19,14,0,5,0,0,0
Faculty of Engineering,Chemical & Biomolecular Eng,SH5110,Chemical Hazard Evaluation,L1,30,13,13,0,0,0,0,0
Faculty of Engineering,Chemical & Biomolecular Eng,SH5201,HAZARD IDENTIFICATION & EVALUATION TECHNIQUES,L1,25,17,17,1,0,0,0,0
Faculty of Engineering,Chemical & Biomolecular Eng,SH5203,Resilience and Emergency Planning,L1,28,28,28,0,0,0,0,0
Faculty of Engineering,Chemical & Biomolecular Eng,SH5208,Functional Safety for Process,L1,48,8,8,1,0,0,0,0
Faculty of Engineering,Chemical & Biomolecular Eng,SH5401,"Safety, Health, Environment & Quality Management System",L1,12,27,12,0,15,0,0,0
Faculty of Engineering,Chemical & Biomolecular Eng,SH5407,Sustainable Energy and Environment,L1,2147483647,14,14,1,0,0,0,0
Faculty of Engineering,Chemical & Biomolecular Eng,SH5408,Electrical Safety,L1,48,11,11,0,0,0,0,0
Faculty of Engineering,Civil & Environmental Eng,CE4221,Design of Land Transport Infrastructures,L01,40,8,8,0,0,0,0,0
Faculty of Engineering,Civil & Environmental Eng,CE5001,Research Project,L01,50,21,21,0,0,0,0,0
Faculty of Engineering,Civil & Environmental Eng,CE5106,Ground Improvement,L01,77,108,75,0,33,0,0,0
Faculty of Engineering,Civil & Environmental Eng,CE5107,Pile Foundations,L01,95,94,93,0,1,0,0,0
Faculty of Engineering,Civil & Environmental Eng,CE5111,UNDERGROUND CONSTRUCTION DESIGN PROJECT,L01,50,3,3,0,0,0,0,0
Faculty of Engineering,Civil & Environmental Eng,CE5112,Structural Support Systems for Excavation,L01,87,102,85,0,17,0,0,0
Faculty of Engineering,Civil & Environmental Eng,CE5205,Transportation Planning,L01,37,26,25,0,0,0,0,1
Faculty of Engineering,Civil & Environmental Eng,CE5206,Urban Public Transportation Systems,L01,39,29,29,0,0,0,0,0
Faculty of Engineering,Civil & Environmental Eng,CE5308,Coastal Protection and Sediment Transport,L01,29,26,26,0,0,0,0,0
Faculty of Engineering,Civil & Environmental Eng,CE5310,Hydroinformatics,L01,14,11,10,0,0,0,0,1
Faculty of Engineering,Civil & Environmental Eng,CE5315,Climate Science for Engineers,L01,22,14,13,0,0,0,0,1
Faculty of Engineering,Civil & Environmental Eng,CE5513,Plastic Analysis Of Structures,L01,45,42,41,1,0,0,0,1
Faculty of Engineering,Civil & Environmental Eng,CE5516,Structural Stability & Dynamic,L01,42,10,4,0,0,0,0,6
Faculty of Engineering,Civil & Environmental Eng,CE5604,Advanced Concrete Technology,L01,83,77,76,1,0,0,0,1
Faculty of Engineering,Civil & Environmental Eng,CE5611,Precast Concrete Technology,L01,79,90,77,0,12,0,0,1
Faculty of Engineering,Civil & Environmental Eng,CE5805,DfMA & Productivity Analytics in Construction,L01,59,51,51,1,0,0,0,0
Faculty of Engineering,Civil & Environmental Eng,CE5808,Digital Design and Construction (BIM and VDC),L01,70,63,62,1,0,0,0,1
Faculty of Engineering,Civil & Environmental Eng,CE5809,Management and Economics of International Construction,L01,60,64,58,0,2,0,0,4
Faculty of Engineering,Civil & Environmental Eng,CE5881,TOPICS IN GEOTECHNICAL ENGINEERING: SOIL DYNAMICS,L01,28,11,11,0,0,0,0,0
Faculty of Engineering,Civil & Environmental Eng,CE6006,ADVANCED FINITE ELEMENT ANALYSIS,L01,38,4,4,0,0,0,0,0
Faculty of Engineering,Civil & Environmental Eng,CE6102,GEOTECHNICAL ANALYSIS,L01,40,27,27,0,0,0,0,0
Faculty of Engineering,Civil & Environmental Eng,CE6601,Characterization of Sustainable Building Materials,L01,24,25,22,0,2,0,0,1
Faculty of Engineering,Civil & Environmental Eng,ESE5001,Environmental Engineering Principles,L01,40,4,4,0,0,0,0,0
Faculty of Engineering,Civil & Environmental Eng,ESE5003,Environmental Chemical Processes Analysis,L01,60,35,35,1,0,0,0,0
Faculty of Engineering,Civil & Environmental Eng,ESE5004,Research Project,L01,50,24,24,0,0,0,0,0
Faculty of Engineering,Civil & Environmental Eng,ESE5203,AEROSOL SCIENCE AND TECHNOLOGY,L01,68,49,49,0,0,0,0,0
Faculty of Engineering,Civil & Environmental Eng,ESE5401,Water Quality Management,L01,68,70,66,0,4,0,0,0
Faculty of Engineering,Civil & Environmental Eng,ESE5405,Water Treatment Processes,L01,65,71,63,0,8,0,0,0
Faculty of Engineering,Civil & Environmental Eng,ESE5880C,Topics in Env. Eng. - Environ Sys Planning & Analysis,L01,52,76,4,0,0,0,0,72
Faculty of Engineering,Civil & Environmental Eng,ESE5999,GRADUATE SEMINARS,EL01,50,1,1,0,0,0,0,0
Faculty of Engineering,Civil & Environmental Eng,OT5203,Analysis & Design of Floating Offshore Structures,L01,13,5,5,0,0,0,0,0
Faculty of Engineering,Civil & Environmental Eng,OT5204,"Offshore pipelines, risers and moorings",L01,17,1,1,0,0,0,0,0
Faculty of Engineering,Civil & Environmental Eng,OT5206,Offshore Foundations,L01,29,17,17,0,0,0,0,0
Faculty of Engineering,Electrical & Computer Eng,EE5020,Data Science for Internet of Things,L01,16,2,2,0,0,0,0,0
Faculty of Engineering,Electrical & Computer Eng,EE5021,Cloud based Services for Internet of Things,L01,14,3,3,0,0,0,0,0
Faculty of Engineering,Electrical & Computer Eng,EE5022,Cyber Security for Internet of Things,L01,16,4,4,0,0,0,0,0
Faculty of Engineering,Electrical & Computer Eng,EE5065,Tenets of AI in Robotics,L01,9,3,3,0,0,0,0,0
Faculty of Engineering,Electrical & Computer Eng,EE5104,ADAPTIVE CONTROL SYSTEMS,L01,23,22,18,0,4,0,0,0
Faculty of Engineering,Electrical & Computer Eng,EE5132,Wireless and Sensor Networks,L01,35,78,21,0,57,0,0,0
Faculty of Engineering,Electrical & Computer Eng,EE5134,Optical Communications and Networks,L01,34,88,19,0,69,0,0,0
Faculty of Engineering,Electrical & Computer Eng,EE5135,Digital Communications,L01,39,118,35,0,83,0,0,0
Faculty of Engineering,Electrical & Computer Eng,EE5137,Stochastic Processes,L01,41,43,33,0,10,0,0,0
Faculty of Engineering,Electrical & Computer Eng,EE5138,Optimization for Electrical Engineering,L01,20,13,13,2,0,0,0,0
Faculty of Engineering,Electrical & Computer Eng,EE5431,Fundamentals of Nanoelectronics,L01,30,28,10,0,18,0,0,0
Faculty of Engineering,Electrical & Computer Eng,EE5434,Microelectronic Processes and Integration,L01,57,22,22,1,0,0,0,0
Faculty of Engineering,Electrical & Computer Eng,EE5440,Magnetic Data Storage for Big Data,L01,48,7,7,0,0,0,0,0
Faculty of Engineering,Electrical & Computer Eng,EE5507,Analog Integrated Circuits Design,L01,29,27,16,0,11,0,0,0
Faculty of Engineering,Electrical & Computer Eng,EE5508,SEMICONDUCTOR FUNDAMENTALS,L01,43,22,22,0,0,0,0,0
Faculty of Engineering,Electrical & Computer Eng,EE5517,Optical Engineering,L01,35,33,16,0,17,0,0,0
Faculty of Engineering,Electrical & Computer Eng,EE5701,HIGH VOLTAGE TESTING AND SWITCHGEAR,L01,32,18,13,0,5,0,0,0
Faculty of Engineering,Electrical & Computer Eng,EE5711,Power Electronic Systems,L01,33,9,9,2,0,0,0,0
Faculty of Engineering,Electrical & Computer Eng,EE5801,Electromagnetic Compatibility,L01,35,36,21,0,15,0,0,0
Faculty of Engineering,Electrical & Computer Eng,EE5903,REAL-TIME SYSTEMS,L01,55,20,20,3,0,0,0,0
Faculty of Engineering,Electrical & Computer Eng,EE5904,NEURAL NETWORKS,L01,84,65,65,0,0,0,0,0
Faculty of Engineering,Electrical & Computer Eng,EE5934,Deep Learning,L01,43,80,38,0,42,0,0,0
Faculty of Engineering,Electrical & Computer Eng,EE6138,Optimization for Electrical Engineering (Advanced),L01,9,5,5,0,0,0,0,0
Faculty of Engineering,Electrical & Computer Eng,EE6435,Advanced Concepts in Nanoelectronics,L01,26,1,1,0,0,0,0,0
Faculty of Engineering,Electrical & Computer Eng,EE6437,Advanced Semiconductor Devices,L01,25,6,6,0,0,0,0,0
Faculty of Engineering,Electrical & Computer Eng,EE6440,Advanced Topics in Photonics,L01,23,1,1,0,0,0,0,0
Faculty of Engineering,Electrical & Computer Eng,EE6531,Selected Topics in Smart Grid Technologies,L01,34,5,4,0,0,0,0,1
Faculty of Engineering,Electrical & Computer Eng,EE6831,Advanced Electromagnetic Theory and Applications,L01,21,2,2,0,0,0,0,0
Faculty of Engineering,Electrical & Computer Eng,EE6833,Selected Topics in Microwave and Antenna Engineering,L01,13,2,2,0,0,0,0,0
Faculty of Engineering,Electrical & Computer Eng,EE6934,Deep Learning (Advanced),L01,16,3,3,0,0,0,0,0
Faculty of Engineering,Electrical & Computer Eng,ME5404,NEURAL NETWORKS,L01,62,13,13,1,0,0,0,0
Faculty of Engineering,Industrial Systems Eng & Mgmt,IE5105,Modelling for Supply Chain Systems,L1,61,7,7,3,0,0,0,0
Faculty of Engineering,Industrial Systems Eng & Mgmt,IE5107,MATERIAL FLOW SYSTEMS,L1,17,20,13,1,7,0,0,0
Faculty of Engineering,Industrial Systems Eng & Mgmt,IE5108,Facility Layout And Location,L1,30,9,8,2,0,0,0,1
Faculty of Engineering,Industrial Systems Eng & Mgmt,IE5121,Quality Planning And Management,L1,13,8,7,0,0,0,0,1
Faculty of Engineering,Industrial Systems Eng & Mgmt,IE5205,Healthcare System and Analytics,L1,15,20,6,1,12,0,0,2
Faculty of Engineering,Industrial Systems Eng & Mgmt,IE5206,Energy and Sustainability: A Systems Approach,L1,13,5,5,0,0,0,0,0
Faculty of Engineering,Industrial Systems Eng & Mgmt,IE5221,Transportation Modeling and Economics,L1,7,12,7,0,0,0,0,5
Faculty of Engineering,Industrial Systems Eng & Mgmt,IE5231,Statistical Methods for Process Design & Control,L1,19,9,7,0,0,0,0,2
Faculty of Engineering,Industrial Systems Eng & Mgmt,IE5404,LARGE SCALE SYSTEMS ENGINEERING,L1,12,12,12,0,0,0,0,0
Faculty of Engineering,Industrial Systems Eng & Mgmt,IE5600,Applied Programming for Industrial Systems,L1,4,26,4,0,19,0,0,3
