Faculty,Department,Code,Title,Class,Vacancy,Demand,Successful (Main),Successful (Reserve),Quota Exceeded,Timetable Clashes,Workload Exceeded,Others
College of Design and Eng,Electrical & Computer Eng,EE6438,Magnetic materials and devices,L01,16,4,4,0,0,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE6733,Advanced Topics on Vision and Machine Learning,L01,12,4,4,0,0,0,0,0
College of Design and Eng,Electrical & Computer Eng,ME5401,LINEAR SYSTEMS,L01,98,7,7,1,0,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,IE5001,Operations Research for Decision Making,L1,25,18,18,0,0,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,IE5004,Stochastic Models and Their Applications,L1,28,5,5,0,0,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,IE5005,Data Analytics for Industrial Engineers,L1,84,51,47,0,0,0,4,0
College of Design and Eng,Industrial Systems Eng & Mgmt,IE5105,Modelling for Supply Chain Systems,L1,66,27,27,0,0,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,IE5123,Reliability Engineering and Asset Management,L1,25,16,16,0,0,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,IE5203,Decision Analysis,L1,49,28,28,0,0,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,IE5208,Systems Approach To Project Management,L1,26,22,9,0,0,0,0,13
College of Design and Eng,Industrial Systems Eng & Mgmt,IE5213,Service Innovation And Management,L1,30,28,28,0,0,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,IE5231,Statistical Methods for Process Design & Control,L1,29,12,12,0,0,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,IE5301,Human Factors In Engineering And Design,L1,26,25,25,0,0,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,IE5600,Applied Programming for Industrial Systems,L1,48,15,15,0,0,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,IE6001,Foundations of Optimization,L1,30,1,0,0,0,0,0,1
College of Design and Eng,Industrial Systems Eng & Mgmt,MT5006,Value Creation Through Product Development,L1,60,5,5,0,0,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,MT5007,MANAGEMENT OF TECHNOLOGICAL INNOVATION,L1,80,5,5,0,0,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,MT5008,Internal and Collaborative Corporate Entrepreneurship,L1,40,13,13,0,0,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,MT5011,Business Finance in the Technology Industry,L1,80,5,5,0,0,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,MT5012,Marketing of Technology Products in the Digital Era,L1,80,17,17,0,0,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,MT5020,Managing the Human elements of Technology Management,L1,60,12,12,0,0,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,MT5902,Management Extended Practicum,L1,40,3,3,0,0,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,MT5913,TechLaunch - Experiential Entrepreneurship,L1,35,2,2,0,0,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,MT5920,Enterprise Development,L1,35,2,2,0,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME5106,Engineering Acoustics,L01,78,11,11,0,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME5204,AIR CONDITIONING AND BUILDING AUTOMATION,L01,0,5,0,0,0,0,0,5
College of Design and Eng,Mechanical Engineering,ME5209,Energy Technologies and Systems,L01,48,34,0,0,0,0,0,34
College of Design and Eng,Mechanical Engineering,ME5304,Experimental Fluid Mechanics,L01,22,9,9,0,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME5306,Compressible and High-Speed Flow,L01,58,6,0,0,0,0,0,6
College of Design and Eng,Mechanical Engineering,ME5405,Machine Vision,L01,95,6,6,0,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME5418,Machine Learning in Robotics,L01,0,5,0,0,0,0,0,5
College of Design and Eng,Mechanical Engineering,ME5513,"Deformation, Fracture and Fatigue of Materials",L01,85,26,26,0,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME5517,Nature-inspired Materials and Design,L01,68,25,0,0,0,0,0,25
College of Design and Eng,Mechanical Engineering,ME5608,Additive and Non-Conventional Manufacturing Processes,L01,75,30,30,1,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME5616,Material Processing of Cellular Solids,L01,78,15,0,0,0,0,0,15
College of Design and Eng,Mechanical Engineering,ME5701,Mathematics for Engineering Research,L01,60,20,20,0,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME6108,Advances in Vibroacoustics,L01,50,1,0,0,0,0,0,1
College of Design and Eng,Mechanical Engineering,ME6303,ADVANCED FLUID DYNAMICS,L01,50,5,5,0,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME6401,TOPICS IN MECHATRONICS 1,L01,50,24,24,0,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME6505,Engineering Materials in Medicine,L01,150,35,33,1,0,0,0,2
College of Design and Eng,Mechanical Engineering,ME6509,Materials and Sustainability,L01,60,48,0,0,0,0,0,48
College of Design and Eng,Mechanical Engineering,OT5102,Oil & Gas Technology,L01,80,3,3,1,0,0,0,0
Faculty of Arts & Social Sci,Communications & New Media,NMC5301,Strategic and Global Communication,E1,50,1,0,0,0,0,0,1
Faculty of Arts & Social Sci,Communications & New Media,NMC5306,Communications and Leadership,E1,50,3,0,0,0,0,0,3
Faculty of Arts & Social Sci,Communications & New Media,NMC5307,Final Year Project in Communication,E1,25,14,0,0,0,0,0,14
Faculty of Arts & Social Sci,Communications & New Media,NMC5322,Interactive Media Marketing Practices,E1,50,1,0,0,0,0,0,1
Faculty of Arts & Social Sci,Communications & New Media,NMC5324,Uses of Communication Research,E1,50,3,0,0,0,0,0,3
Faculty of Arts & Social Sci,Communications & New Media,NMC5342,Introduction to Applied Social Media Analytics,E1,50,8,0,0,0,0,0,8
Faculty of Arts & Social Sci,Communications & New Media,NMC5344,Coding for Communicators,E1,50,4,0,0,0,0,0,4
Faculty of Arts & Social Sci,Communications & New Media,NMC5367,The Global Audience,E1,50,1,0,0,0,0,0,1
Faculty of Arts & Social Sci,Economics,EC5103,ECONOMETRIC MODELLING AND APPLICATIONS I,S1,50,1,1,0,0,0,0,0
Faculty of Arts & Social Sci,Economics,EC5361,LABOUR ECONOMICS,S1,39,2,2,0,0,0,0,0
Faculty of Arts & Social Sci,Economics,ECA5101,MICROECONOMICS,SW1,40,1,1,0,0,0,0,0
Faculty of Arts & Social Sci,Economics,ECA5101,MICROECONOMICS,SW2,20,2,2,0,0,0,0,0
Faculty of Arts & Social Sci,Economics,ECA5102,MACROECONOMICS,SW1,20,1,1,0,0,0,0,0
Faculty of Arts & Social Sci,Economics,ECA5102,MACROECONOMICS,SW2,20,3,3,0,0,0,0,0
Faculty of Arts & Social Sci,Economics,ECA5103,QUANTITATIVE & COMPUTING METHODS,S2,100,1,1,0,0,0,0,0
Faculty of Arts & Social Sci,Economics,ECA5103,QUANTITATIVE & COMPUTING METHODS,SW1,20,1,1,0,0,0,0,0
Faculty of Arts & Social Sci,Economics,ECA5103,QUANTITATIVE & COMPUTING METHODS,SW2,20,1,1,0,0,0,0,0
Faculty of Arts & Social Sci,Economics,ECA5305,R Programming for Economists,S1,35,1,1,0,0,0,0,0
Faculty of Arts & Social Sci,Economics,ECA5305,R Programming for Economists,SW1,25,10,10,2,0,0,0,0
Faculty of Arts & Social Sci,Economics,ECA5307,Python Programming for Economists,S1,35,5,0,0,0,0,0,5
Faculty of Arts & Social Sci,Economics,ECA5307,Python Programming for Economists,SW1,25,28,0,0,0,0,0,28
Faculty of Arts & Social Sci,Economics,ECA5333,FINANCIAL MARKETS & PORTFOLIO MANAGEMENT,S1,35,1,1,0,0,0,0,0
Faculty of Arts & Social Sci,Economics,ECA5333,FINANCIAL MARKETS & PORTFOLIO MANAGEMENT,S2,35,1,1,0,0,0,0,0
Faculty of Arts & Social Sci,Economics,ECA5333,FINANCIAL MARKETS & PORTFOLIO MANAGEMENT,SW1,25,1,1,0,0,0,0,0
Faculty of Arts & Social Sci,Economics,ECA5333,FINANCIAL MARKETS & PORTFOLIO MANAGEMENT,SW2,25,4,4,0,0,0,0,0
Faculty of Arts & Social Sci,Economics,ECA5334,CORPORATE FINANCE,S1,30,1,1,0,0,0,0,0
Faculty of Arts & Social Sci,Economics,ECA5334,CORPORATE FINANCE,SW1,20,5,5,0,0,0,0,0
Faculty of Arts & Social Sci,Economics,ECA5334,CORPORATE FINANCE,SW2,20,5,5,0,0,0,0,0
Faculty of Arts & Social Sci,Economics,ECA5335,DERIVATIVE SECURITIES,S1,30,3,3,0,0,0,0,0
Faculty of Arts & Social Sci,Economics,ECA5335,DERIVATIVE SECURITIES,SW1,20,19,19,0,0,0,0,0
Faculty of Arts & Social Sci,Economics,ECA5351,PUBLIC FINANCE,S1,0,1,0,0,0,0,0,1
Faculty of Arts & Social Sci,Economics,ECA5371,Economic Growth And Development,S1,35,8,8,2,0,0,0,0
Faculty of Arts & Social Sci,Economics,ECA5371,Economic Growth And Development,SW1,25,48,25,0,23,0,0,0
Faculty of Arts & Social Sci,Economics,ECA5375,Economic Growth in East Asia,S1,0,3,0,0,0,0,0,3
Faculty of Arts & Social Sci,Economics,ECA5381,Urban Economics,S1,35,1,1,0,0,0,0,0
Faculty of Arts & Social Sci,Economics,ECA5381,Urban Economics,SW1,25,17,17,0,0,0,0,0
Faculty of Arts & Social Sci,"English,Ling.&Theatre Studies",EL5102,Phonetics and Phonology,E1,38,1,1,0,0,0,0,0
Faculty of Arts & Social Sci,"English,Ling.&Theatre Studies",ELC5104,Approaches to Language,E1,38,1,0,0,0,0,0,1
Faculty of Arts & Social Sci,"English,Ling.&Theatre Studies",TS5232,"PERFORMANCE, HISTORY AND CULTURAL MEMORY",E1,21,1,1,0,0,0,0,0
Faculty of Arts & Social Sci,Geography,GE4214,Remote Sensing of Environment,E1,10,2,2,0,0,0,0,0
Faculty of Arts & Social Sci,Geography,GE5216,GEOGRAPHY AND SOCIAL THEORY,L1,12,2,2,0,0,0,0,0
Faculty of Arts & Social Sci,Geography,GE5228,Spatial Big Data and Analytics,L1,40,2,2,0,0,0,0,0
Faculty of Arts & Social Sci,History,HY5401,HISTORIOGRAPHY ON CHINA,E1,20,1,1,0,0,0,0,0
Faculty of Arts & Social Sci,Psychology,PL5303,ADVANCED COGNITIVE PSYCHOLOGY,E1,10,1,1,0,0,0,0,0
Faculty of Arts & Social Sci,Psychology,PL6885,"Selected Topics in Social, Personality, I-O Psychology",E1,15,1,1,0,0,0,0,0
Faculty of Arts & Social Sci,Social Work,SWD5105,SKILLS IN ADVANCED SOCIAL WORK PRACTICE,E1,50,1,1,0,0,0,0,0
Faculty of Arts & Social Sci,Social Work,SWD5880E,Social Work Practice in Mental Health,E1,35,20,20,0,0,0,0,0
Faculty of Science,Biological Sciences,BL5201,Structural Biology And Proteomics,L1,50,1,1,0,0,0,0,0
Faculty of Science,Biological Sciences,BL5214,ADVANCED PROTEINS NMR,L1,18,1,1,0,0,0,0,0
Faculty of Science,Biological Sciences,BL5215,MACROMOLECULAR X-RAY CRYSTALLOGRAPHY,L1,30,3,3,0,0,0,0,0
Faculty of Science,Biological Sciences,BL5223,Advanced Molecular Genetics,L1,30,1,1,0,0,0,0,0
Faculty of Science,Biological Sciences,BL5228,Advances in Cell and Molecular Biology,L1,40,1,1,0,0,0,0,0
Faculty of Science,Biological Sciences,BL5229,Fundamentals in Biophysical Sciences,L1,15,2,2,0,0,0,0,0
Faculty of Science,Biological Sciences,BL5230,Biological Invasions,L1,20,3,3,0,0,0,0,0
Faculty of Science,Biological Sciences,BL5232,Introduction to Bioimaging,L1,30,4,4,0,0,0,0,0
Faculty of Science,Biological Sciences,BL5233,Data Analysis for Conservation Biology with R,L1,42,4,4,0,0,0,0,0
Faculty of Science,Biological Sciences,BL5236,Introduction to Electron Microscopy for Life Sciences,L1,50,2,2,0,0,0,0,0
Faculty of Science,Biological Sciences,BL5239,Science and Communication,L1,20,1,1,0,0,0,0,0
Faculty of Science,Biological Sciences,BL5601,Case Studies in Biotechnology,L1,50,1,1,0,0,0,0,0
Faculty of Science,Biological Sciences,BL5661,Urban Agriculture and Crop Biotechnology,L1,33,5,5,0,0,0,0,0
Faculty of Science,Biological Sciences,FSC5101,Survey of Forensic Science,L1,36,7,7,0,0,0,0,0
Faculty of Science,Biological Sciences,FSC5201,Advanced CSI Techniques,L1,36,7,7,0,0,0,0,0
Faculty of Science,Biological Sciences,FSC5203,Digital Forensic Investigation,L1,22,10,10,0,0,0,0,0
Faculty of Science,Chemistry,CM5161,Advanced Chemical Laboratory Safety,L1,80,10,10,0,0,0,0,0
Faculty of Science,Chemistry,CM5221,ADVANCED ORGANIC SYNTHESIS,L1,90,3,3,0,0,0,0,0
Faculty of Science,Chemistry,CM5224,Emerging Concepts in Drug Discovery,L1,90,11,11,0,0,0,0,0
Faculty of Science,Chemistry,CM5235,Applied Computational Chemistry,L1,95,5,5,0,0,0,0,0
Faculty of Science,Chemistry,CM5237,Advanced Optical Spectroscopy and Imaging,L1,95,7,7,0,0,0,0,0
Faculty of Science,Chemistry,CM5241,Modern Analytical Techniques,L1,125,7,7,0,0,0,0,0
Faculty of Science,Chemistry,CM5268,Advanced Organic Materials,L1,105,6,6,0,0,0,0,0
Faculty of Science,Food Science & Technology,FST5205A,Smart & Sustainable Food Processing and Engineering,L1,16,16,16,0,0,0,0,0
Faculty of Science,Food Science & Technology,FST5225,Advanced Current Topics in Food Science I,L1,15,12,12,0,0,0,0,0
Faculty of Science,Food Science & Technology,FST5226,Advanced Current Topics in Food Science II,L1,30,23,23,0,0,0,0,0
Faculty of Science,Food Science & Technology,FST5227,Advanced Current Topics in Food Science III,L1,30,22,22,0,0,0,0,0
Faculty of Science,Food Science & Technology,FST5301A,Scientific Principles of Nutraceuticals,L1,15,8,8,0,0,0,0,0
Faculty of Science,Food Science & Technology,FST5302,"Food, Nutrition and Health",L1,19,19,19,0,0,0,0,0
Faculty of Science,Mathematics,DSA5101,Introduction to Big Data for Industry,L1,140,1,1,0,0,0,0,0
Faculty of Science,Mathematics,DSA5102,Foundations of Machine Learning,L1,17,12,12,0,0,0,0,0
Faculty of Science,Mathematics,DSA5201,DSML Industry Consulting and Applications Project,L1,50,26,26,0,0,0,0,0
Faculty of Science,Mathematics,DSA5205,Data Science in Quantitative Finance,L1,100,16,16,0,0,0,0,0
Faculty of Science,Mathematics,MA3210,Mathematical Analysis II,L1,15,1,0,0,0,0,0,1
Faculty of Science,Mathematics,MA3220,Ordinary Differential Equations,L1,15,1,1,0,0,0,0,0
Faculty of Science,Mathematics,MA3236,Non-Linear Programming,L1,14,1,1,0,0,0,0,0
Faculty of Science,Mathematics,MA3269,Mathematical Finance I,L1,15,2,2,0,0,0,0,0
Faculty of Science,Mathematics,MA4230,Matrix Computation,L1,2147483647,6,6,0,0,0,0,0
Faculty of Science,Mathematics,MA4235,Topics in Graph Theory,L1,15,1,1,0,0,0,0,0
Faculty of Science,Mathematics,MA4254,Discrete Optimization,L1,35,1,1,0,0,0,0,0
Faculty of Science,Mathematics,MA4270,Data Modelling and Computation,L1,25,6,6,0,0,0,0,0
Faculty of Science,Mathematics,MA5198,GRADUATE SEMINAR MODULE IN MATHEMATICS,E1,40,6,6,0,0,0,0,0
Faculty of Science,Mathematics,MA5203,Graduate Algebra I,L1,40,4,4,0,0,0,0,0
Faculty of Science,Mathematics,MA5205,Graduate Analysis I,L1,40,9,9,0,0,0,0,0
Faculty of Science,Mathematics,MA5211,Lie Theory,L1,40,3,3,0,0,0,0,0
Faculty of Science,Mathematics,MA5217,Graduate Complex Analysis,L1,40,8,8,0,0,0,0,0
Faculty of Science,Mathematics,MA5219,Logic and Foundation of Mathematics I,L1,40,8,8,0,0,0,0,0
Faculty of Science,Mathematics,MA5233,Computational Mathematics,L1,40,16,16,0,0,0,0,0
Faculty of Science,Mathematics,MA5243,Advanced Mathematical Programming,L1,40,3,3,0,0,0,0,0
Faculty of Science,Mathematics,MA5248,Stochastic Analysis in Mathematical Finance,L1,7,9,7,0,2,0,0,0
Faculty of Science,Mathematics,MA5249,Stochastic Processes and Algorithms,L1,40,20,20,0,0,0,0,0
Faculty of Science,Mathematics,MA5252,Methods of Applied Mathematics,L1,40,9,9,0,0,0,0,0
Faculty of Science,Mathematics,MA5295,DISSERTATION FOR MSC BY COURSEWORK,L1,50,2,2,0,0,0,0,0
Faculty of Science,Mathematics,MA5401,Graduate Internship in Mathematics I,L1,40,1,1,0,0,0,0,0
Faculty of Science,Mathematics,QF4102,Financial Modelling and Computation,L1,80,1,0,0,0,0,0,1
Faculty of Science,Mathematics,QF4103,Mathematical Models of Financial Derivatives,L1,65,1,0,0,0,0,0,1
Faculty of Science,Mathematics,QF5205,Topics in Quantitative Finance I,L1,76,13,13,0,0,0,0,0
Faculty of Science,Mathematics,QF5206,Topics in Quantitative Finance II,L1,120,8,8,0,0,0,0,0
Faculty of Science,Pharmacy,PR5211,Pharmaceutical and Biomedical Analysis,L1,35,7,7,0,0,0,0,0
Faculty of Science,Pharmacy,PR5214,ADVANCES IN TABLET TECHNOLOGY,L1,35,7,7,0,0,0,0,0
Faculty of Science,Pharmacy,PR5217,Formulation Science,L1,35,3,3,0,0,0,0,0
Faculty of Science,Pharmacy,PR5220,Bioprocess Technology,L1,35,9,9,0,0,0,0,0
Faculty of Science,Pharmacy,PR5224,Pharmacoepidemiology,L1,35,8,8,0,0,0,0,0
Faculty of Science,Physics,PC5201,Advanced Quantum Mechanics,L1,26,9,9,0,0,0,0,0
Faculty of Science,Physics,PC5203,Advanced Solid State Physics,L1,26,9,9,0,0,0,0,0
Faculty of Science,Physics,PC5205,TOPICS IN SURFACE PHYSICS,L1,41,3,3,0,0,0,0,0
Faculty of Science,Physics,PC5209,Accelerator Based Materials Characterisation,L1,41,5,5,0,0,0,0,0
Faculty of Science,Physics,PC5215,NUMERICAL RECIPES WITH APPLICATIONS,L1,26,4,4,0,0,0,0,0
Faculty of Science,Physics,PC5228,Quantum Information and Computation,L1,51,3,3,0,0,0,0,0
Faculty of Science,Statistics and Data Science,ST4250,Multivariate Statistical Analysis,L1,2,1,0,0,0,0,0,1
Faculty of Science,Statistics and Data Science,ST4253,Applied Time Series Analysis,L1,2,1,0,0,0,0,0,1
Faculty of Science,Statistics and Data Science,ST5188,Statistical Research Project,L1,300,97,97,0,0,0,0,0
Faculty of Science,Statistics and Data Science,ST5199,COURSEWORK TRACK II PROJECT,L1,15,1,1,0,0,0,0,0
Faculty of Science,Statistics and Data Science,ST5201X,Statistical Foundations of Data Science,L1,100,3,3,0,0,0,0,0
Faculty of Science,Statistics and Data Science,ST5210,MULTIVARIATE DATA ANALYSIS,L1,100,23,23,0,0,0,0,0
Faculty of Science,Statistics and Data Science,ST5210,MULTIVARIATE DATA ANALYSIS,L2,100,28,28,0,0,0,0,0
Faculty of Science,Statistics and Data Science,ST5211,Sampling from Finite Populations,L1,10,1,1,0,0,0,0,0
Faculty of Science,Statistics and Data Science,ST5211,Sampling from Finite Populations,L2,10,1,1,0,0,0,0,0
Faculty of Science,Statistics and Data Science,ST5211X,Sampling from Finite Populations,L1,90,7,7,0,0,0,0,0
Faculty of Science,Statistics and Data Science,ST5211X,Sampling from Finite Populations,L2,90,5,5,0,0,0,0,0
Faculty of Science,Statistics and Data Science,ST5213,CATEGORICAL DATA ANALYSIS II,L1,120,49,49,0,0,0,0,0
Faculty of Science,Statistics and Data Science,ST5214,Advanced Probability Theory,L1,49,4,4,0,0,0,0,0
Faculty of Science,Statistics and Data Science,ST5215,ADVANCED STATISTICAL THEORY,L1,50,3,3,0,0,0,0,0
Faculty of Science,Statistics and Data Science,ST5222,Advanced Topics in Applied Statistics,L1,49,7,7,0,0,0,0,0
Faculty of Science,Statistics and Data Science,ST5226,Spatial Statistics,L1,100,22,22,0,0,0,0,0
Faculty of Science,Statistics and Data Science,ST5226,Spatial Statistics,L2,100,12,12,0,0,0,0,0
NUS,Ctr for Engl Lang Comms,ES5000,GRADUATE ENGLISH COURSE (BASIC LEVEL),SG03,5,1,1,0,0,0,0,0
NUS,Ctr for Engl Lang Comms,ES5001A,GRADUATE ENGLISH COURSE (INTERMEDIATE LEVEL),SG03,10,8,8,0,0,0,0,0
NUS,Ctr for Engl Lang Comms,ES5001A,GRADUATE ENGLISH COURSE (INTERMEDIATE LEVEL),SG05,10,3,3,0,0,0,0,0
NUS,Ctr for Engl Lang Comms,ES5001A,GRADUATE ENGLISH COURSE (INTERMEDIATE LEVEL),SG06,10,1,1,0,0,0,0,0
